,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Answer
73,"C)150 The population increases by one person every 40 seconds. There are 60 seconds in a minute and 60 minutes in an hour. Therefore, in one hour the population will increase by 150 people.","One person every 40 seconds is the same as 1.5 people per minute. Over the course of an hour, that would be 90 people.",C) 150,"The population of a certain country increases at the rate of one person every 40 seconds. In 1 hour, the population increases by 3,600 persons.","The population of a certain country increases at the rate of one person every 40 seconds. In 1 hour, there are 60 minutes. So, in 1 hour the population increases by 60 * (1/40) = 1.5. The answer is D)180.","There are 3,600 seconds in 1 hour, so the population increases by 3,600/40 = 90 persons in 1 hour.","C)150 The population would increase by 150 people in 1 hour because there are 3600 seconds in 1 hour. So, if there is 1 person every 40 seconds, then there would be (3600/40) people in 1 hour.","The population of a certain country increases at the rate of one person every 40 seconds. In 1 hour, the population increases by 60 * 60 / 40 = 90 persons.","The population of a certain country increases at the rate of one person every 40 seconds. In 1 hour, the population increases by 60x40=2400 persons.","The population of a certain country increases at the rate of one person every 40 seconds. In 1 hour, there are 3,600 seconds. Therefore, in 1 hour the population increases by 3,600/40, or 90, persons.",A)90
74,"A train crosses a platform of 120 m in 15 sec, same train crosses another platform of length 180 m in 18 sec.

The length of the train is 240 m.","C)288

The train is travelling at a constant speed, so we can find the speed of the train by dividing the length of the platform by the time it takes to cross it.

120/15 = 8 m/s

180/18 = 10 m/s

The train is travelling at a speed of 8 m/s, so the length of the train is 8 m/s multiplied by the time it takes to cross the platform, which is 15 seconds.

8 * 15 = 120 m

The length of the train is 120 metres.","The length of the train is 277 m.

The speed of the train is equal to the ratio of the lengths of the platforms divided by the times it took to cross them.

120/15 = 18/x

x = 180/18

x = 10

The length of the train is 10 times the length of the first platform, or 10*120 = 1200 m.","The train is travelling at a constant speed.

Speed = Distance/Time

Therefore, the speed of the train is:

120/15 = 8 m/s

180/18 = 10 m/s

The train is travelling at a speed of 8 m/s.

The length of the train is:

Speed x Time = Distance

8 x 15 = 120 m","D)277

The train is travelling at a constant speed, so we can use the ratio of the lengths of the platforms to the times taken to cross them to calculate the speed of the train.

120/15 = 8

180/18 = 10

The train is travelling at 10 m/s.

The length of the train is therefore 10 x 18 = 180 m.","The length of the train is 277 meters. The train is traveling at a constant speed, so it will take the train 18 seconds to cross the 180 meter platform.","The length of the train is 265 meters.

The train's speed is constant, so we can find the length of the train by finding the train's speed and then multiplying that by the time it takes to cross the platforms.

The train's speed is 120/15 = 8 meters per second.

Therefore, the length of the train is 8 * 18 = 144 meters.","C)288- The train is traveling at a constant speed. The first platform is 120 meters long and the train crosses it in 15 seconds. That means the train is traveling at 8 meters per second. The second platform is 180 meters long. If the train is traveling at 8 meters per second, it will cross the platform in 22.5 seconds. 18 seconds is less than 22.5 seconds, so the train must be longer than 180 meters. The only answer that is longer than 180 meters is 288 meters.","C)288 m. The train's speed is the same for both platforms, so the train's length must be the same for both platforms.","The answer is E)265.

The train crosses the first platform in 15 seconds, so it is travelling at a speed of 8 m/s. It crosses the second platform in 18 seconds, so it is travelling at a speed of 10 m/s. The length of the train is therefore (8+10)/2=9 m.",B)180
75,"C) The area of a rhombus is given by the formula: A=d1*d2/2. In this case, d1=d2=30 cm. Therefore, the area is 286 sq. cm.","The area of a rhombus is given by the formula:

Area = (d1 * d2) / 2

Where d1 and d2 are the lengths of the diagonals.

In this case, d1 = 30 cm and d2 = 25 cm. Therefore, the area of the rhombus is:

Area = (30 * 25) / 2

Area = 750 / 2

Area = 375 cm2

The answer is C) 286 sq.cm","B)267 sq.cm 

The area of a rhombus is 1/2*d1*d2, where d1 and d2 are the diagonals of the rhombus. In this case, d1=30cm and d2=25cm. Therefore, the area of the rhombus is 1/2*30*25=267 sq.cm.","C)286 sq.cm

A rhombus is a parallelogram with all sides equal in length. The area of a rhombus can be found using the formula:

Area = (D1 * D2) / 2

Where D1 and D2 are the lengths of the diagonals of the rhombus. In this case, D1 = 30 cm and D2 = 25 cm. Therefore, the area of the rhombus is:

Area = (30 * 25) / 2

Area = 750 / 2

Area = 375 / 2

Area = 286.5 cm2

Since the question asks for the area of the rhombus to the nearest square centimeter, the answer is C) 286 sq.cm.","C) 286 sq.cm

The area of a rhombus is A = d1*d2/2, where d1 and d2 are the lengths of the diagonals. In this case, d1 = 25 cm and d2 = 30 cm, so A = 286 sq. cm.","B)267 sq.cm. A rhombus is a parallelogram with equal sides, so its area is base times height. In this case, the base is 25 cm and the height can be found by using the Pythagorean theorem on the given diagonal: 30^2 = 25^2 + h^2, so h = sqrt(900-625) = sqrt(275) = 16.43 cm. So the area is 25*16.43 =267.3 sq. cm, rounded to the nearest square centimeter.","B)267 sq.cm

A rhombus is a parallelogram with all sides equal, so the area of a rhombus is just base times height. In this case, the base is the side, 25 cm, and the height is the diagonal, 30 cm. So the area is 25*30=267 sq.cm.","The area of a rhombus is equal to half the product of the diagonals. Therefore, the area of the given rhombus is equal to half the product of 30 and 25, which is equal to 375. The answer is D.","C) 286 sq.cm 

A rhombus is a parallelogram with all four sides equal in length. The area of a rhombus is found by A= 1/2 d1*d2. In this problem, d1= 25cm and d2= 30cm. Therefore, A= 1/2(25)(30)= 286.67 sq.cm.","C)286 sq.cm 

A rhombus is a parallelogram with all sides equal, so its area can be found with the formula:

Area = base * height

In this case, the base is the length of one side, 25 cm, and the height is the length of the diagonal, 30 cm.

Area = 25 cm * 30 cm

Area = 750 cm^2

There are 100 cm^2 in 1 m^2, so divide 750 cm^2 by 100 cm^2 to find the area in square meters:

Area = 7.5 m^2

There are 10,000 cm^2 in 1 sq. km, so divide 750 cm^2 by 10,000 cm^2 to find the area in square kilometers:

Area = 0.075 km^2",E)600 sq.cm
76,The train will take 12.2 seconds to cross the bridge.,The train takes 12.1 seconds to cross the bridge.,"C) 12.2 seconds 

The train is 110 meters long and is running at the speed of 72 km/hr. The bridge is 132 meters long. 

It will take the train 12.2 seconds to cross the bridge.","A) 12.8 seconds 

The train is travelling at 72 km/hr which is 20 m/s. The bridge is 132 m long. It will take the train 132/20 = 6.6 seconds to cross the bridge. 

Since the train is 110 m long, it will take an additional 110/20 = 5.5 seconds for the back of the train to cross the bridge. 

Therefore, the total time it will take for the train to cross the bridge is 6.6 + 5.5 = 12.1 seconds.",A train 110 m long running at the speed of 72 km/hr takes 12.2 sec to cross a bridge 132 m length.,"C) 12.2 sec

A train 110 m long running at the speed of 72 km/hr will take 12.2 sec to cross a bridge 132 m length.","C) 12.2 sec

The train will take 12.2 seconds to cross the bridge.",The train will take 12.2 seconds to cross the bridge.,"A) 12.8 sec 
B) 12.1 sec 
C) 12.2 sec 
D) 12.6 sec 
E) 11.1 sec

The train will take 12.8 seconds to cross the bridge.",The train will take 12.1 seconds to cross the bridge.,B)12.1 sec
77,"The correct answer is D)1100.

The consumption of diesel per hour of a bus varies directly as the square of its speed. Therefore, when the bus is travelling at 60 kmph, its consumption is 1 litre per hour. If each litre costs $60, then the total cost of diesel for the bus is $60. Other expenses per hour include the cost of maintenance, which is $60. Therefore, the total expenditure required to cover a distance of 600 Km is $1100.",C) 1200,The answer is D) 1100. The consumption of diesel per hour is 1 litre when the bus is travelling at 60 kmph. The consumption of diesel per hour is directly proportional to the square of the speed. The minimum expenditure required to cover a distance of 600 km is $1100.,"D)1100

Since the consumption of diesel per hour varies directly as the square of the speed, when the bus is travelling at 60 kmph, its consumption would be 1 litre per hour. If each litre costs $60, then the total cost for 600 km would be $600. Other expenses per hour would be $60, so the total expenditure required to cover a distance of 600 km would be $1100.",D)1100,C) 1200,"C) 1200

The consumption of diesel per hour of a bus varies directly as square of its speed. This means that when the bus doubles its speed, it will use 4 times as much diesel per hour. When the bus is travelling at 60 kmph, it is using 1 litre of diesel per hour. This means that at 120 kmph, it would be using 4 litres of diesel per hour, and at 180 kmph it would be using 9 litres of diesel per hour.

To cover a distance of 600 km, the bus would need to travel at an average speed of 120 kmph. At this speed, it would use 4 litres of diesel per hour, for a total of 24 litres over the course of the journey. Each litre of diesel costs $60, so the total cost of diesel would be $1440. The other expenses per hour are $60, so the total cost of all expenses would be $1440. Therefore, the minimum expenditure required to cover a distance of 600 km would be $2880.","The correct answer is A)120.

This is because the consumption of diesel per hour is directly proportional to the square of the speed. Therefore, when the bus is travelling at 60 kmph, its consumption is 1 litre per hour. If each litre costs $60, then the minimum expenditure required to cover a distance of 600 km would be $120.","C) 1200 

The consumption of diesel per hour of a bus varies directly as square of its speed. When the bus is travelling at 60 kmph its consumption is 1 litre per hour. 

We are looking for the minimum expenditure required to cover a distance of 600 Km. 

1 litre per hour x 600 km = 600 litres 

600 litres x $60 per litre = $36,000 

$36,000 + $60 other expenses per hour = $36,060","The correct answer is D)1100.

The consumption of diesel per hour of a bus varies directly as square of its speed. When the bus is travelling at 60 kmph its consumption is 1 litre per hour. If each litre costs $60 and other expenses per hour is $60, then the minimum expenditure required to cover a distance of 600 Km would be $1100.",C)1200
78,"The probability of having 0 woman in committee is 5/18. 

There are a total of 7 men and 6 women, for a total of 13 people. 

There are  ways to choose 5 people from a total of 13. 

There are  ways to choose 5 men from a total of 7. 

Therefore, the probability of having 0 woman in committee is 5/18.","The probability of having 0 woman in committee is 5/18. 

There are a total of 13 people from which 5 must be selected. 

There are 7 men and 6 women, so there are a total of 13 people from which 5 must be selected. 

There are 7 ways to select 5 men from the 7 men, and there are 6 ways to select 0 women from the 6 women. 

Thus, the probability of having 0 woman in committee is (7 ways to select 5 men from 7 men) x (6 ways to select 0 women from 6 women) / (13 ways to select 5 people from 13 people) = 7/13 x 1/6 = 5/18.",The probability of having 0 woman in committee is 9/144.,The probability of having 0 woman in committee is 7/36.,There are ${7 \choose 5}$ ways to choose 5 people from 7 men. There are ${6 \choose 0}$ ways to choose 0 people from 6 women. There are ${13 \choose 5}$ total ways to choose 5 people from 13 people. The probability of having 0 woman in committee is $\frac{{7 \choose 5}{6 \choose 0}}{{13 \choose 5}} = \frac{7 \cdot 1}{13 \cdot 12} = \frac{7}{156} \approx .045$,"D)1/18 

There are 18 possible ways to form a committee with at least 3 men from a group of 7 men and 6 women. Among those 18 ways, there is only 1 way to form a committee with 0 women. Therefore, the probability of having 0 woman in committee is 1/18.","The probability of having 0 woman in committee is D)1/18. There are 18 possible ways to choose 5 people from the group of 7 men and 6 women, and only 1 of those ways would result in having 0 women on the committee.",The probability of having 0 woman in committee is 1/18.,C)1/36,"The probability of having 0 women in committee is 5/18. This is because there are 7 men and 6 women, so 5 men must be selected in order for there to be 3 men on the committee. There are 18 ways to select 5 people from a group of 13, so the probability is 5/18.",C)1/36
79,"There are $\binom{9}{4}$ ways to choose 4 bulbs from the 9 bulbs in the box.

There are $\binom{5}{3}$ ways to choose 3 good bulbs from the 5 good bulbs.

There are $\binom{4}{1}$ ways to choose 1 defective bulb from the 4 defective bulbs.

The probability that exactly three bulbs are good is $\frac{\binom{5}{3}\binom{4}{1}}{\binom{9}{4}}$.

The answer is D.",The probability that exactly three bulbs are good is 20/69.,"E) 20/62

There are 62 total combinations of choosing 4 bulbs from 9 bulbs, and in 20 of those combinations, exactly 3 bulbs are good.",B) The probability of exactly three bulbs being good is 20/63.,"D)20/61

This is a binomial distribution with n=4 and p=9/10. The probability of getting exactly 3 good bulbs is (4 choose 3)*(9/10)^3*(1/10) = 20/61.",20/69,The probability that exactly three bulbs are good is 20/63.,"A)20/69 B)20/63 C)20/65 D)20/61 E)20/62

The probability of choosing three good bulbs out of four is equal to the probability of choosing one bad bulb out of four, which is (4/9)(5/8). Therefore, the probability of choosing exactly three good bulbs is (4/9)(5/8) = 20/69.",The probability that exactly three bulbs are good is 20/69.,The probability that exactly three bulbs are good is 20/63.,B)20/63
80,"The length of the platform must be 180 meters, because that is the only answer that satisfies the equation:

(32 seconds)(54 km/hr) = (20 seconds)(x meters)

180 meters is the only answer that works.","D)166. The length of the platform is 1/3 of a mile, or 887 feet. The train speed is 54 km/hr, or 30 m/sec. The man standing on the platform sees the train for 20 seconds, or 600 meters. The length of the platform is then 887 feet.",D) 166. The length of the platform can be determined by finding the distance the train travels in 20 seconds and dividing by 2. 54 km/hr * (20/3600 hr) = 0.15 km. 0.15 km * 2 = 0.30 km or 166 m.,The length of the platform is 228 meters.,The length of the platform is 228 meters.,The length of the platform is 180 meters.,"The length of the platform is 180 meters. The train is travelling at 54 km/hr, which is equal to 15 meters per second. In 20 seconds, the train will travel 300 meters. The length of the platform is then 300 - 32 = 268 meters.",The length of the platform is 228 meters.,The length of the platform is 180 meters.,"The length of the platform is 240 meters. 

The train passes the station platform in 32 seconds, so the train is traveling at 1.875 meters per second. The man standing on the platform is traveling at 0.625 meters per second. 

Since the train is traveling at a faster speed than the man, the train must be longer than the man. The man is 20 seconds, or 150 meters. The train is 54 km/hr, or 15,000 meters. 

The length of the platform is 240 meters.",E)180
81,"
C)x2>x","
C)x2>x","The answer is C)x2>x. If |w|=-w, then w=-w. This means that w is less than or equal to zero. If w is less than or equal to zero, then x must be greater than or equal to zero. If x is greater than or equal to zero, then x2 is greater than x.","The answer is C)x2>x. If |w|=−w, then w=0. Therefore, x2>x.","The statement ""If |w|=−w, which of the following must be true?"" is asking which of the following statements must be true if the statement ""|w|=−w"" is true.

Since |w|=−w, this means that w is a negative number. Therefore, statement B) w≤0 must be true.","
C)x2>x","
C)x2>x",A)x≥0 B)w≤0 C)x2>x D)x3<0 E)2x<x,"The answer is D)x3<0.

If |w|=-w, then w=-|w|. This means that w must be less than or equal to zero. Therefore, x3<0.",C)x2>x,B)w≤0
82,The second number is less than the first number by 8%.,"The answer is C)10%. 

To find the percentage that the second number is less than the first number, we take 100% and subtract the percentage that the second number is greater than the first number. 

The second number is greater than the first number by 30%, so we take 100% and subtract 30% to get 70%. 

The second number is also greater than the first number by 37%, so we take 100% and subtract 37% to get 63%. 

The difference between 70% and 63% is 7%. This means that the second number is 7% less than the first number.",The second number is less than by the first by 8%.,The second number is less than the first number by 8%.,"The first number is less than the second number by 30%. The second number is less than the third number by 37%. The first number is less than the third number by 7%. Therefore, the second number is less than the first number by 8%.",The second number is less than the first number by 8%.,The second number is less than the first number by 8%.,The second number is less than the first number by 8%.,"The answer is D) 11%. 

To find the percentage that the second number is less than the first, we take 100% and subtract the percentage that the second number is greater than the first. 

The second number is greater than the first by 30%, so we take 100% and subtract 30%, which is 70%. 

The second number is also greater than the first by 37%, so we take 100% and subtract 37%, which is 63%. 

The difference between 70% and 63% is 7%. This means that the second number is 7% less than the first.",C)10% The first number is less than the third number by 30%. The second number is less than the third number by 37%. 30% of 37% is 10%.,C)10%
83,There are twelve numbers from 39 to 79 that are exactly divisible by 11.,There are 12 numbers from 39 to 79 that are exactly divisible by 11.,The answer is E)12. There are 12 numbers from 39 to 79 that are exactly divisible by 11.,"There are twelve numbers from 39 to 79 that are exactly divisible by 11. The elevens series goes as follows: 11, 22, 33, 44, 55, 66, 77, 88, 99, 110. As you can see, 39 and 79 are both in the series.","C)4 There are four numbers exactly divisible by 11 in the range of 39 to 79. They are 44, 55, 66, and 77.","B) 7

There are seven numbers from 39 to 79 that are exactly divisible by 11.","There are twelve numbers from 39 to 79 that are exactly divisible by 11. The reason for this is that there are twelve numbers that are divisible by 11 from 1 to 99, and 39 to 79 is the second set of those numbers.",There are 12 numbers from 39 to 79 that are exactly divisible by 11.,There are 12 numbers from 39 to 79 that are exactly divisible by 11.,There are twelve numbers exactly divisible by 11 from 39 to 79.,C)4
84,The measure of the edge of a cube is 8.,The volume of a cube is numerically equal to its surface area when the measure of its edge is 4.,C) 8,The measure of the edge of a cube is 8.,C) 8,The measure of the edge of the cube cannot be determined from the information given.,It is not possible to determine the measure of the edge of the cube without more information. The volume and surface area could be different depending on the size of the cube.,C) 8,C) 8,The measure of the edge of the cube in meters is 8.,B)6
85,D)1,"The answer is D)1. If a person tastes very little of the poisoned can, they will die within 14 hours. If there are 24 hours to test, then one mouse is required to find the poisoned can.",D)1,D)1,"The answer is D)1. 

If one mouse tastes a little of the poison and dies within 14 hours, then it would take 24 hours for all 30 cans to be tested. Therefore, only one mouse is required.",D)1,"If a person tastes very little he will die within 14 hours, and there are 24 hours to test, then 3 mices are required to find the poisned can.",D)1,"The answer is D) 1. If a person tastes very little of the poison, they will die within 14 hours. If there are 30 cans and one is poisoned, then one mouse is required to test each can. If there are 24 hours to test, then the mouse can test one can every two hours.",D)1,D)1
86,C)55,C)55,"C) 55 

The train takes 55 seconds to cross the bridge.",The train takes 12 seconds to cross the bridge.,D)18 The train will take 18 seconds to cross the bridge.,"D)18

The train will take 18 seconds to cross the bridge.","The answer is D)18. This can be found by using the equation d=rt, which stands for distance equals rate times time. In this equation, d is the distance, r is the rate, and t is the time. In this case, the distance is 660 meters, the rate is 72 kmph, and the time is unknown. To solve for time, t, the equation can be rearranged to t=d/r. This gives t=660/72, which is 9.167. This is not one of the answer choices, so the answer must be rounded. The closest choice to 9.167 is D)18.","C) 55

The train will take 55 seconds to cross the bridge.",The answer is D) 18. It would take the train 18 seconds to cross the bridge.,The train will take 18 seconds to cross the bridge.,B)41.25
87,"The store's profit on the items sold in February was 30%. The store marked up its cost by 20% and then marked up its prices by 25% of the original retail price. In February, the store offered a discount of 15%. The store's profit on the items sold in February was 30%.","The correct answer is D.

The store's profit on the items sold in February is 37.5%. The store purchased the turtleneck sweaters at a cost of $100 and marked up its cost by 20%, resulting in a retail price of $120. During the New Year season, the store further marked up its prices by 25% of the original retail price, resulting in a retail price of $150. In February, the store offered a discount of 15%, resulting in a sales price of $127.50. The store's profit on the items sold in February is $27.50, which is 37.5% of the sales price.","The profit on the items sold in February was 27.5%. The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%.","B) 30%

The store's original markup was 20%, so its original selling price was 120% of the cost of the turtleneck sweaters. During the New Year season, it further marked up its prices by 25% of the original retail price, so its selling price was 150% of the cost of the turtleneck sweaters. In February, the store then offered a discount of 15%, so its selling price was 135% of the cost of the turtleneck sweaters. The store's profit on the items sold in February was 30%.","D) 37.5%

The store's profit on the items sold in February would be 37.5%. The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%. The store's profit would be (0.20 + 0.25 - 0.15) = 0.375, or 37.5%.","The profit on the items sold in February was D)37.5% because the store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%.","C)35%

The store's profit on the items sold in February would be 35%. The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%. The store's profit would be 35% on the items sold in February.","B) 30%

The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%.

The profit on the items sold in February would be 30%.","D) 37.5%

The store's profit on the items sold in February would be 37.5%. The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%.","The store's profit on the items sold in February would be 40%. The store purchased the stock of turtleneck sweaters and marked up its cost by 20%. During the New Year season, it further marked up its prices by 25% of the original retail price. In February, the store then offered a discount of 15%. The store's profit would be 40% on the items sold in February.",A)27.5%
88,"C) 0.05

This is because half of 2 percent is 1 percent, and 1 percent is 0.01. Therefore, half of 2 percent is 0.01, or 0.05.","B) 0.5 because when you divide 2 by 2, you get 1 and when you move the decimal over one spot to the left, you get 0.5.","C) 0.05

This is because half of 2 percent can be written as 2 divided by 2 which is equal to 1 percent. 1 percent can be written as 0.01. Therefore, half of 2 percent can be written as 0.01 divided by 2 which is equal to 0.005.","The answer is C)0.05. When converting a percent to a decimal, you move the decimal point two places to the left. Half of 2 percent would be 1 percent, and 1 percent as a decimal is 0.01. To find half of that, you would divide 0.01 by 2, which equals 0.005.","The answer is A)0.01. When converting a percent to a decimal, divide by 100. Half of 2 percent is 1 percent, and 1 percent written as a decimal is 0.01.","The answer is B)0.5. When converting a percent to a decimal, divide by 100. Half of 2 percent is 2 divided by 100, which is 0.5.","B) 0.5 is the correct answer. When converting a percent to a decimal, you move the decimal point two places to the left.","C) 0.05

Half of 2 percent is 1 percent, and 1 percent is 0.01. When written as a decimal, 0.01 is equal to 0.05.","The answer is C)0.05. Half of 2 percent written as a decimal is 0.02, and when this is multiplied by 10, the result is 0.05.","The answer is C)0.05. This is because when you divide 2 by 2, you get 1. When you then multiply 1 by 0.5, you get 0.5. When you convert 0.5 to a decimal, you get 0.05.",A)0.01
89,"The greatest possible profit that might be made in selling 13 books is Rs. 1560. This is because if the books are bought at prices ranging from Rs. 98 to Rs. 195 and sold at prices ranging from Rs. 120 to Rs 215, the maximum profit that can be made is Rs. 1560.",The greatest possible profit that might be made in selling 13 books is Rs. 1560.,The greatest possible profit that might be made in selling 13 books is Rs. 1560.,The greatest possible profit that might be made in selling 13 books is Rs. 1560.,The greatest possible profit that might be made in selling 13 books is Rs. 1560.,"C)Rs. 1521

The greatest possible profit that might be made in selling 13 books is Rs. 1521. This is because the greatest possible profit for each book is Rs. 17, and 13 multiplied by Rs. 17 is Rs. 221. However, since the total profit cannot exceed Rs. 215, the greatest possible profit that might be made in selling 13 books is Rs. 1521.","C)Rs. 1521

The greatest possible profit that might be made in selling 13 books is Rs. 1521. This is because the prices of the books range from Rs. 98 to Rs. 195, and the prices of the books sold range from Rs. 120 to Rs. 215.",The greatest possible profit that might be made in selling 13 books is Rs. 1560.,The greatest possible profit that might be made in selling 13 books is Rs. 1560.,I would say the greatest possible profit that could be made is Rs. 1560. The reasoning behind this is because if you bought the books at the lowest prices possible and then sold them at the highest prices possible you would make the most money.,C)Rs. 1521
90,"The rate of train B is 80 kmph.

We are given that the two trains A and B meet 9 hours after A starts and 4 hours after B starts. We are also given that A is travelling at 60 kmph. We can set up the equation 9h + 4h = x, where x is the speed of train B in kmph. This equation can be simplified to x = 80 kmph.",D) 80,"The rate of train B is 80 kmph.

Since the trains start from different points and travel in opposite directions, they will meet each other after 9 + 4 = 13 hours.

We know that:

Distance = Rate * Time

Therefore, we can set up the following equation:

60 * 9 + 80 * 4 = 80 * 13

Solving for the rate of train B, we get:

80 kmph",The train B must run at a speed of 80 kmph in order to reach its destination 4 hours after meeting train A.,The rate at which the train B runs is 80.,"The answer is C)120. 

The train A is travelling at 60kmph and the train B is travelling at 120kmph.","Since the two trains are travelling in opposite directions, we can set up the equation: 
9h + 4h = x
13h = x
Therefore, x = 13 hours. 

Since train A is travelling at 60 km/hr, we can set up the equation: 
60km/hr * 9h = 540km
Therefore, 540km is the distance travelled by train A. 

We can set up a proportion to solve for the rate at which train B is travelling: 
540km/9h = x/4h
x = 120km/h",The train B runs at the rate of 90 kmph.,"The rate of train B is 80 kmph.

We can set up the following equation to solve for the rate of train B:

Rate of train B * 9 hours = Rate of train A * 4 hours

60 kmph * 9 hours = Rate of train B * 4 hours

540 kmph = Rate of train B * 4 hours

Rate of train B = 135 kmph","The rate at which train B runs is 80 kmph.

We know that:

- the trains started from two points and travelled in opposite directions
- they met each other 9 hours after A left and 4 hours after B left
- A's rate is 60 kmph

Therefore, B's rate must be:

60 kmph - 9 hours = 51 kmph

4 hours - 51 kmph = 80 kmph",B)90
91,The probability is 1/3. Each boy has a 1/3 chance of choosing a toy that is not his own.,The probability that no boy will choose his own toy is 2/3.,B) 2/3 The probability that no boy will choose his own toy is 2/3.,The probability that no boy will choose his own toy is 2/3.,"A)1/3 B)2/3 C)3/3 D)4/3 E)5/3

The probability that no boy will choose his own toy is 1/3.",The probability that no boy will choose his own toy is 1/3.,The probability that no boy will choose his own toy is 1/3.,There is a one in three chance that no boy will choose his own toy.,The probability that no boy will choose his own toy is 1/3.,The probability that no boy will choose his own toy is 1/3.,A)1/3
92,"The answer is D)21.

This can be determined by using a proportion. For every 1 day that the man and woman take to complete the job, the boy takes 4 days. So, if the man and woman can complete the job in 1/4th of a day, then the boy can complete the job in 1 day. Therefore, 4 boys must assist the man and woman to complete the job in 1/4th of a day.","The answer is D)21. If a man, woman, and boy can complete a job in 3, 4, and 12 days respectively, then it would take the man, woman, and boy 1/4 of a day to complete 1/12th of the job. Therefore, it would take 21 boys to complete 1/4 of the job in the same amount of time.",A)10,"The answer is D)21.

The man, woman and boy can complete the job in a combined total of 3 + 4 + 12 = 19 days. This means that they can complete 1/19th of the job in a day.

1/4th of a day is 1/96th of the job. This means that they would need (1/96th) * (19) = 21 boys to complete the job in 1/4th of a day.",Boys must assist 1 man and 1 woman to complete the job in 1/4th of a day. The answer is 10.,C)31,"The answer is D)21. If a man, woman, and boy can complete a job in 3, 4, and 12 days respectively, then it would take them a total of 12 days to complete the job. In 1/4th of a day, they could complete 1/48th of the job. Therefore, 21 boys would need to assist the man and woman to complete the job in 1/4th of a day.","The answer is D)21.

This can be solved by setting up a proportion. We know that the man, woman, and boy can complete the job in 3 days, 4 days, and 12 days respectively. We also know that we want to find out how many boys must assist 1 man and 1 woman to complete the job in 1/4th of a day.

We can set up the proportion as follows:

3 days * 1 man * 1/4 day = 4 days * 1 woman * 1/4 day

We can cross multiply to solve for the number of boys:

3 days * 1 man * 1/4 day * 4 boys = 4 days * 1 woman * 1/4 day * 3 boys

3 boys * 1 man * 1 day = 4 boys * 1 woman * 1 day

3 boys = 4 boys

1 boy = 4/3 boys

There must be 4/3 boys assisting 1 man and 1 woman to complete the job in 1/4th of a day.",D) 21,D)21,B)41
93,The age of Dhiraj at present is 16 years.,"The answer is D)197.

The ratio between Amit's age and Dhiraj's age is 5:4. This means that for every 5 years that Amit is alive, Dhiraj is 4 years old. So, if Amit is 26 years old in 6 years, that means Dhiraj will be 24 years old (4 years for every 5 years that Amit ages). Therefore, Dhiraj's age at present must be 18 years old.",The age of Dhiraj at present is 16.,The age of Dhiraj at present is 16 years.,The age of Dhiraj at present is 16 years.,The age of Dhiraj at present is 16 years.,"The answer is E) 161. The reasoning is as follows: 

The present ratio between the ages of Amit and Dhiraj is 5:4. This means that for every 5 years that Amit is old, Dhiraj is 4 years old. 

We are told that Amit's age will be 26 years old in 6 years. This means that in 6 years, Amit will be 6 years older than he is now. Therefore, Dhiraj will be 4 years older than he is now. 

This means that Dhiraj's present age is 16 years old.",The age of Dhiraj at present is 16 years.,"The ratio of Amit's age to Dhiraj's age is 5:4. This means that for every 5 years that Amit is old, Dhiraj is 4 years old. Therefore, Amit is 6 years older than Dhiraj. This means that Dhiraj is currently 20 years old.",The age of Dhiraj at present is 16 years.,A)16
94,"C) 9:1

The reason for this is that A has doubled his investment, while B has only increased his investment by 33%. Therefore, A should receive 9 times the amount of profit that B receives.",The ratio should be 9:5 because A invested 60% of the total amount and B invested 40% of the total amount.,A should receive 9/14 of the profits and B should receive 5/14 of the profits.,"The correct answer is D)9:9.

A and B both invested an equal amount of money into the business, so they should both receive an equal share of the profits.","The correct answer is D)9:9.

This is because A and B both invested an equal amount of money into the business, so they should both receive an equal share of the profits.",B should get 9/5 of the profit because A's capital increased by 100% while B's only increased by 25%.,"The correct answer is C)9:1.

The reason for this is that A has invested twice as much money as B, so they should receive twice as much profit.",A should get 9/14 of the profit and B should get 5/14 of the profit.,"There is no information given about the amount of profit, so the answer cannot be determined.","C) 9:1 

A and B both invested different amounts of money into the business, so A should get 9 times the amount of profit that B gets.",B)9:8
