ID,Body,Question,Equation,Answer,Type
chal-749,Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3.,How much money is left?,( 7.0 - ( 2.0 + 3.0 ) ),2,Subtraction
chal-750,During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676.,About how many kids in Lawrence county went to camp?,( 91676.0 - 61619.0 ),30057,Subtraction
chal-751,After Jessie started to go jogging everyday she lost 126 kilograms. She currently weighs 66 kilograms.,How much did she weigh before starting to jog?,( 66.0 + 126.0 ),192,Addition
chal-752,Josh had 7 marbles in his collection. He lost 8 marbles and found 10 new ones.,How many more marbles did he find than those he lost?,( 10.0 - 8.0 ),2,Subtraction
chal-753,Nell collects cards. She had 239 baseball cards and 38 Ace cards. She gave some of her cards to Jeff and now has 376 Ace cards and 111 baseball cards left.,How many more Ace cards than baseball cards does Nell have?,( 376.0 - 111.0 ),265,Subtraction
chal-754,In a school there are 362 boys and 257 girls. 403 more girls joined the school.,How many more girls than boys does the school have?,( ( 257.0 + 403.0 ) - 362.0 ),298,Subtraction
chal-755,Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away 551 of them and only had 177 left.,How many crayons did he get for his birthday?,( 551.0 + 177.0 ),728,Addition
chal-756,Bryan took a look at his books as well. If he has a total of 42 books and each bookshelf contains 2 books,How many bookshelves does he have?,( 42.0 / 2.0 ),21,Common-Division
chal-757,Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday,How many kids did she play with on tuesday?,( 16.0 - 12.0 ),4,Subtraction
chal-758,He then went to see the oranges being harvested. He found out that they harvest 41 sacks of unripe oranges and 86 sacks of ripe oranges per day.,How many more sacks of ripe oranges than unripe oranges are harvested per day?,( 86.0 - 41.0 ),45,Subtraction
chal-759,Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park,How many balloons did Jake bring to the park?,( 6.0 - 5.0 ),1,Subtraction
chal-760,The ring toss game at the carnival made 144 dollars per day. They were at the carnival for 22 days.,How much money did they make?,( 144.0 * 22.0 ),3168,Multiplication
chal-761,Each basket of peaches has 19 red peaches and 4 green peaches. If there are 15 such baskets,How many peaches are in the baskets altogether?,( ( 19.0 + 4.0 ) * 15.0 ),345,Multiplication
chal-762,Paco had 37 sweet cookies and 11 salty cookies. He ate 5 sweet cookies and 2 salty cookies.,How many more sweet cookies than salty cookies did he eat?,( 5.0 - 2.0 ),3,Subtraction
chal-763,Jake has 11 fewer peaches than Steven. If Jake has 17 peaches.,How many peaches does Steven have?,( 11.0 + 17.0 ),28,Addition
chal-764,Paul got a box of 267 crayons for his birthday. During the school year he lost 231 crayons while he gave away 308 crayons to his friends.,How many more crayons did he give to his friends than those he lost?,( 308.0 - 231.0 ),77,Subtraction
chal-765,If the cave is 919 feet deep and they need to travel 1307 feet,How far is the end of the cave?,( 919.0 + 1307.0 ),2226,Addition
chal-766,There are 203 bananas and 63 oranges in Philip's collection. If the bananas are organized into 7 groups and oranges are organized into 95 groups,How big is each group of bananas?,( 203.0 / 7.0 ),29,Common-Division
chal-767,Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles.,How many more eggs does Rebecca have than marbles?,( 20.0 - 6.0 ),14,Subtraction
chal-768,Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten.,How many goldfish remained?,( 15.0 - 5.0 ),10,Subtraction
chal-769,Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary.,How many push-ups did David do?,( 59.0 + 19.0 ),78,Addition
chal-770,Dave had 19 apps on his phone. He deleted 5 apps.,How many apps are left on his phone?,( 19.0 - 5.0 ),14,Subtraction
chal-771,Mary is baking a cake. The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt. She already put in 4 cups of flour.,How many more cups of flour than cups of sugar does she need to add now?,( ( 14.0 - 4.0 ) - 9.0 ),1,Subtraction
chal-772,He then went to see the oranges being harvested. He found out that they harvest 82 sacks of ripe oranges and 61 sacks of unripe oranges per day.,How many sacks of ripe oranges will they have after 25 days of harvest?,( 82.0 * 25.0 ),2050,Multiplication
chal-773,Jack received 10 emails and 12 letters in the morning. He then received 3 emails and 44 letters in the afternoon.,How many more emails did Jack receive in the morning than in the afternoon?,( 10.0 - 3.0 ),7,Subtraction
chal-774,Katie had 62 new games and 80 old games. Her friends had 73 new games and 41 old games.,How many old games do they have 3,( 80.0 + 41.0 ),121,Addition
chal-775,Together Adam and Jackie have 12 apples. He has 9 apples more than Adam and Jackie together do. Adam has 8 more apples than Jackie.,How many apples does He have?,( 12.0 + 9.0 ),21,Addition
chal-776,He then went to see the oranges being harvested. He found out that they harvest 67 sacks per day and that each sack containes 12 oranges.,How many oranges are harvested if they harvest a total of 35 sacks of oranges?,( 12.0 * 35.0 ),420,Multiplication
chal-777,There are 87 oranges and 290 bananas in Philip's collection. If the bananas are organized into 2 groups and oranges are organized into 93 groups,How big is each group of bananas?,( 290.0 / 2.0 ),145,Common-Division
chal-778,There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups,How big is each group of oranges?,( 384.0 / 16.0 ),24,Common-Division
chal-779,David did 27 more push-ups but 7 less crunches than Zachary in gym class today. If Zachary did 5 push-ups and 17 crunches,How many more crunches than push-ups did Zachary do?,( 17.0 - 5.0 ),12,Subtraction
chal-780,He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it.,How many saltwater animals does Tyler have?,( 22.0 * 46.0 ),1012,Multiplication
chal-781,There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom,How much did she spend at the supermarket?,( ( 106.0 - 26.0 ) - 49.0 ),31,Subtraction
chal-782,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog.",How much farther did the mouse jump than the grasshopper?,( 33.0 - 5.0 ),28,Subtraction
chal-783,Rachel picked 6 ripe apples from her tree. Now the tree has 2 ripe apples and 4 unripe apples.,How many apples did the tree have to begin with?,( ( 6.0 + 2.0 ) + 4.0 ),12,Addition
chal-784,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day.,How many days did he take to finish the book?,( 392.0 / 14.0 ),28,Common-Division
chal-785,Ed had 24 more marbles than Doug. Doug lost 27 of his marbles at the playground while Ed found 9 more marbles.,How many more marbles did Ed have than Doug then?,( ( 24.0 + 27.0 ) + 9.0 ),60,Addition
chal-786,Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons,How many rows could she make?,( 35.0 / 5.0 ),7,Common-Division
chal-787,Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus.,How many children were riding on the bus before the bus stop?,( 41.0 - 2.0 ),39,Subtraction
chal-788,Danny has 12 bottle caps in his collection. He found 53 bottle caps at the park.,How many bottle caps does he have now?,( 12.0 + 53.0 ),65,Addition
chal-789,Allan brought 5 balloons and Jake brought 3 balloons to the park.,How many more balloons did Allan have than Jake in the park?,( 5.0 - 3.0 ),2,Subtraction
chal-790,Winter is almost here and most animals are migrating to warmer countries. There are 8 bird families living near the mountain. If 42 bird families flew away to africa and 31 bird families flew away to asia,How many more bird families flew away to africa than those that flew away to asia?,( 42.0 - 31.0 ),11,Subtraction
chal-791,Zachary did 46 push-ups and 58 crunches in gym class today. David did 38 more push-ups but 62 less crunches than zachary.,How many more crunches than push-ups did Zachary do?,( 58.0 - 46.0 ),12,Subtraction
chal-792,The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time,How many people can each seat hold?,( 20.0 / 4.0 ),5,Common-Division
chal-793,"Rachel had to complete 2 pages of math homework, 3 pages of reading homework and 10 more pages of biology homework.",How many pages did she have to complete in all?,( ( 2.0 + 3.0 ) + 10.0 ),15,Addition
chal-794,For Gwen's birthday she received 3 dollars from her mom. Her dad gave her 6 more dollars. If she spent 4 dollars.,How much more money did she receive from her dad than she did from her mom?,( 6.0 - 3.0 ),3,Subtraction
chal-795,Baker made 110 cakes. He sold 75 of them. Then he made 76 more cakes.,How many cakes would baker still have?,( ( 110.0 - 75.0 ) + 76.0 ),111,Addition
chal-796,Baker made 61 pastries and 167 cakes. If he sold 108 cakes and 44 pastries,How many cakes would baker still have?,( 167.0 - 108.0 ),59,Subtraction
chal-797,There are 11 different books and 17 different movies in the ' crazy silly school ' series. If you read 7 of the books and watched 21 of the movies,How many more movies than books have you read?,( 21.0 - 7.0 ),14,Subtraction
chal-798,A mailman gives 2 junk mails to each house in a block. If the mailman has to give 14 pieces of junk mail to each block.,How many houses are there in a block?,( 14.0 / 2.0 ),7,Common-Division
chal-799,Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles,How many marbles does Doug have now?,( ( 22.0 - 6.0 ) - 7.0 ),9,Subtraction
chal-800,Dan has $ 2. He bought a candy bar for $ 6 and a chocolate for $ 3.,How much money did he spend to buy candy bar than he did to buy chocolate?,( 6.0 - 3.0 ),3,Subtraction
chal-801,A waiter had 3 customers. After some left he still had 4 customers.,How many more customers stayed behind than those that left?,( 4.0 - ( 3.0 - 4.0 ) ),5,Subtraction
chal-802,Julia played tag with 14 kids on tuesday. If she played tag with 8 more kids on monday than on tuesday,How many kids did she play with on monday?,( 14.0 + 8.0 ),22,Addition
chal-803,Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought,How many balloons did Jake bring to the park?,( 5.0 + 6.0 ),11,Addition
chal-804,Jackie has 10 apples. Adam has 8 apples.,How many more apples does Jackie have than Adam?,( 10.0 - 8.0 ),2,Subtraction
chal-805,Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries,How many more pastries than cakes did baker make?,( 131.0 - 19.0 ),112,Subtraction
chal-806,For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her.,How much money did she spend?,( 7.0 - 5.0 ),2,Subtraction
chal-807,"18 red peaches, 14 yellow peaches and 17 green peaches are in the basket.",How many red and yellow peaches are in the basket?,( 18.0 + 14.0 ),32,Addition
chal-808,Matthew gave equal numbers of crackers and cakes to his 4 friends. If he had 32 crackers and 98 cakes initially,How many crackers did each person eat?,( 32.0 / 4.0 ),8,Common-Division
chal-809,He then went to see the oranges being harvested. He found out that they harvested 56 sacks of oranges.,How many sacks did they harvest per day if they harvested for a total of 14 days?,( 56.0 / 14.0 ),4,Common-Division
chal-810,Adam has 4 more apples than Jackie. Together Adam and Jackie have 14 apples. Bob has 6 apples more than Adam and Jackie together do.,How many apples does Bob have?,( 14.0 + 6.0 ),20,Addition
chal-811,Mary is baking a cake. The recipe calls for 6 cups of flour and 13 cups of sugar. She already put in some cups of flour. If she still needs 8 more cups of flour than sugar,How many more cups of flour does she need to add?,( 13.0 + 8.0 ),21,Addition
chal-812,Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially,How many bird families were left near the mountain?,( 41.0 - 27.0 ),14,Subtraction
chal-813,Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches,How many more peaches does Jill have than Jake?,( 16.0 - 15.0 ),1,Subtraction
chal-814,A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book,How many pages are in the second chapter?,( 93.0 - 60.0 ),33,Subtraction
chal-815,Paul got a box of some crayons for his birthday. During the school year he gave 563 crayons to his friends while he lost 558 crayons. If he only had 332 crayons left,How many crayons did he get for his birthday?,( ( 563.0 + 558.0 ) + 332.0 ),1453,Addition
chal-816,At the stop 13 more people got on the bus. Initially there were 4 people on the bus.,How many people are there on the bus now?,( 4.0 + 13.0 ),17,Addition
chal-817,Julia played tag with some kids on monday. She played tag with 14 kids on tuesday. If she played with a total of 16 kids,How many kids did she play with on monday?,( 16.0 - 14.0 ),2,Subtraction
chal-818,Baker's friend bought 137 cakes from him. If he had made 169 cakes initially,How many cakes would baker still have?,( 169.0 - 137.0 ),32,Subtraction
chal-819,Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf.,How many more action figures than books were on his shelf?,( ( 5.0 + 7.0 ) - 9.0 ),3,Subtraction
chal-820,For 19 weeks of harvest Lewis earns a total of $ 133.,How much money does he earn each week?,( 133.0 / 19.0 ),7,Common-Division
chal-821,Paul had some books. After selling 137 in a garage sale he had 105 left.,How many books did he have at the start?,( 137.0 + 105.0 ),242,Addition
chal-822,Last week Fred had 33 dollars and Jason had 95 dollars. Over the weekend Fred delivered newspapers earning 16 dollars and washed cars earning 74 dollars.,How much money did Fred earn over the weekend?,( 16.0 + 74.0 ),90,Addition
chal-823,If you have 14 cookies in total and 7 bags having equal number of cookies,How many cookies does each bag have?,( 14.0 / 7.0 ),2,Common-Division
chal-824,Matthew gave equal numbers of crackers to his 18 friends. If he had 36 crackers,How many crackers did each person eat?,( 36.0 / 18.0 ),2,Common-Division
chal-825,Kelly has 80 nintendo games. She found 31 more nintendo games.,How many does she need to give away so that she will have 6 games left?,( ( 80.0 + 31.0 ) - 6.0 ),105,Subtraction
chal-826,There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies,How many more movies do you still have to watch?,( 17.0 - 7.0 ),10,Subtraction
chal-827,He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day.,How many more sacks of unripe oranges than ripe oranges are harvested per day?,( 74.0 - 5.0 ),69,Subtraction
chal-828,Lewis earns $ 368 every week during the 1359 weeks of harvest. If he has to pay $ 388 rent every week,How much money does he pay as rent during the harvest season?,( 388.0 * 1359.0 ),527292,Multiplication
chal-829,For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used.,How many planks does John need for the house wall?,( ( 11.0 - 8.0 ) / 3.0 ),1,Common-Division
chal-830,17 red peaches and 16 green peaches are in the basket.,How many more red peaches than green peaches are in the basket?,( 17.0 - 16.0 ),1,Subtraction
chal-831,Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes,How many students participated in the suggestion of new food items?,( ( 324.0 + 374.0 ) + 128.0 ),826,Addition
chal-832,During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home.,How many more kids stayed home compared to those who went to the camp?,( 777622.0 - 202958.0 ),574664,Subtraction
chal-833,6 birds and 3 storks were sitting on the fence. 2 more storks came to join them.,How many more birds than storks are sitting on the fence?,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction
chal-834,There are 22 different books and 10 different movies in the ' crazy silly school ' series. If you read 12 of the books and watched 56 of the movies,How many more books do you still have to read?,( 22.0 - 12.0 ),10,Subtraction
chal-835,There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people.,How many people are there on the bus now?,( 12.0 + 4.0 ),16,Addition
chal-836,"A grocery store had 57 bottles of regular soda, 26 bottles of diet soda and 27 bottles of lite soda.",How many bottles did they have total?,( ( 57.0 + 26.0 ) + 27.0 ),110,Addition
chal-837,Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu.,How many students suggested mashed potatoes?,( 288.0 - 264.0 ),24,Subtraction
chal-838,Edward spent $ 9. Then he spent $ 8 more. Now he has $ 17.,How much did Edward have before he spent his money?,( ( 9.0 + 8.0 ) + 17.0 ),34,Addition
chal-839,Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia,How many bird families were left near the mountain?,( 85.0 - ( 23.0 + 37.0 ) ),25,Subtraction
chal-840,In a school there are 902 girls and 811 boys. 44 more girls joined the school.,How many girls are there in the school now?,( 902.0 + 44.0 ),946,Addition
chal-841,Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2.,How much money did he spend to buy chocolate than he did to buy candy bar?,( 7.0 - 2.0 ),5,Subtraction
chal-842,At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothes,How many tickets did Dave have left?,( 18.0 - ( 5.0 + 11.0 ) ),2,Subtraction
chal-843,The school is planning a field trip. The school has 24 classrooms. There are 120 students in the school with each classroom having the same number of students. There are 84 seats on each school bus.,How many students are in each class?,( 120.0 / 24.0 ),5,Common-Division
chal-844,He then went to see the oranges being harvested. He found out that the harvest will go on for 4 days.,How many sacks do they harvest per day if they harvested a total of 56 sacks of oranges?,( 56.0 / 4.0 ),14,Common-Division
chal-845,There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase.,How many more roses did she throw away than those she cut from her garden?,( 21.0 - 15.0 ),6,Subtraction
chal-846,Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park.,How many more balloons did Jake have than Allan in the park?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction
chal-847,He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day.,How many sacks of oranges will they have after 26 days of harvest?,( ( 28.0 + 52.0 ) * 26.0 ),2080,Multiplication
chal-848,Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do.,How many apples does he have?,( 6.0 + 4.0 ),10,Addition
chal-849,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially",How many more trees survived the typhoon than those that died?,( ( 11.0 - 2.0 ) - 2.0 ),7,Subtraction
chal-850,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park.,How many balloons did Jake bring to the park?,( 6.0 + 3.0 ),9,Addition
chal-851,The Razorback shop makes $ 62 dollars off each t-shirt and $ 99 off each jersey. During the Arkansas and Texas tech game they sold 183 t-shirts and 31 jerseys.,How much money did they make from selling the t-shirts?,( 62.0 * 183.0 ),11346,Multiplication
chal-852,David did 30 more push-ups than Zachary in gym class today. If David did 37 push-ups,How many push-ups did Zachary do?,( 37.0 - 30.0 ),7,Subtraction
chal-853,Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds.,How much more did his strawberries weigh than his dad's?,( 30.0 - ( 47.0 - 30.0 ) ),13,Subtraction
chal-854,Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row.,How many crayons does she have?,( 16.0 * 6.0 ),96,Multiplication
chal-855,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening.",How many emails did Jack receive in the morning and evening?,( 3.0 + 8.0 ),11,Addition
chal-856,Jesse's room is 7 feet long. If she needs a carpet of size 14 square feet,What is the width of her room?,( 14.0 / 7.0 ),2,Common-Division
chal-857,Debby bought 264 water bottles when they were on sale. If she drank 15 bottles a day for 11 days.,How many bottles does she have left?,( 264.0 - ( 15.0 * 11.0 ) ),99,Subtraction
chal-858,33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening.,How many more campers went rowing in the afternoon than in the evening?,( 34.0 - 10.0 ),24,Subtraction
chal-859,Bryan took a look at his books and magazines. If he has 23 books and 61 magazines in each of his 29 bookshelves,How many books and magazines does he have in total?,( ( 23.0 + 61.0 ) * 29.0 ),2436,Multiplication
chal-860,Faye was placing her pencils and crayons into 7 rows with 36 pencils and 30 crayons in each row.,How many crayons does she have?,( 7.0 * 30.0 ),210,Multiplication
chal-861,Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastries,How many pastries would baker still have?,( 148.0 - 103.0 ),45,Subtraction
chal-862,Robin cut off 13 inches of his hair. If his hair was 14 inches long initially,How long is his hair now?,( 14.0 - 13.0 ),1,Subtraction
chal-863,"They decided to hold the party in their backyard. They have 2 sets of tables, each having the same number of chairs. If there are a total of 12 chairs in the backyard",How many chairs are there for each table?,( 12.0 / 2.0 ),6,Common-Division
chal-864,Debby bought 88 water bottles and 13 soda bottles when they were on sale. If she drank 4 water bottles and 87 soda bottles a day,How many days would the water bottles last?,( 88.0 / 4.0 ),22,Common-Division
chal-865,Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars.,How much money did Jason make washing cars?,( 33.0 - 19.0 ),14,Subtraction
chal-866,Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially,How many books did he sell?,( 136.0 - 27.0 ),109,Subtraction
chal-867,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g,How many more grams of wax does he need?,( 166.0 - 20.0 ),146,Subtraction
chal-868,The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection,How big is each group?,( 392.0 / 196.0 ),2,Common-Division
chal-869,The grasshopper and the frog had a jumping contest. The grasshopper jumped 9 inches and the frog jumped 12 inches.,How much farther did the frog jump than the grasshopper?,( 12.0 - 9.0 ),3,Subtraction
chal-870,In Haley's class 13 boys love to play marbles and 50 boys love to play cards. If Haley has 26 marbles,How many will each of the boys receive?,( 26.0 / 13.0 ),2,Common-Division
chal-871,Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill.,How many peaches does Jill have?,( 18.0 - 8.0 ),10,Subtraction
chal-872,In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy,How many marbles did she have?,( 11.0 * 9.0 ),99,Multiplication
chal-873,Ed had 30 more marbles than Doug. Ed lost 21 of his marbles at the playground. If Ed had 91 marbles,How many more marbles did Ed have than Doug then?,( 30.0 - 21.0 ),9,Subtraction
chal-874,A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoes,How many tomatoes are left?,( ( 105.0 + 71.0 ) - 137.0 ),39,Subtraction
chal-875,Lewis earns $ 21 every week during the 216 weeks of harvest. If he has to pay $ 702 tax,How much money will have at the end of the harvest season?,( ( 21.0 * 216.0 ) - 702.0 ),3834,Subtraction
chal-876,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left.,How many cards does Jeff have now?,( ( 234.0 + 566.0 ) - 535.0 ),265,Subtraction
chal-877,Rebecca wants to split a collection of marbles into groups of 4. Rebecca has 10 eggs and 20 marbles.,How many groups will be created?,( 20.0 / 4.0 ),5,Common-Division
chal-878,Matthew had 31 crackers. He has 23 crackers left after he gave equal numbers of crackers to his 5 friends.,How many crackers did Matthew give to his friends?,( 31.0 - 23.0 ),8,Subtraction
chal-879,An industrial machine can make 6 shirts a minute. It worked for 5 minutes yesterday and for 12 minutes today.,How many shirts did machine make today?,( 6.0 * 12.0 ),72,Multiplication
chal-880,Marco and his dad went strawberry picking. Marco's strawberries weighed 10 pounds. If together their strawberries weighed 26 pounds.,How much more did his dad's strawberries weigh than his?,( ( 26.0 - 10.0 ) - 10.0 ),6,Subtraction
chal-881,Rachel picked 4 apples from her tree. If the tree had 7 apples initially.,How many apples are still there on the tree?,( 7.0 - 4.0 ),3,Subtraction
chal-882,"After making some pies, chef had 2 apples left. Initially he had 43 apples",How many apples did he use?,( 43.0 - 2.0 ),41,Subtraction
chal-883,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park.,How many balloons did Allan and Jake have in the park?,( 3.0 + 5.0 ),8,Addition
chal-884,There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left.,How much more money did she spend at the supermarket than she collected at the atm?,( 53.0 - 14.0 ),39,Subtraction
chal-885,Faye was placing some pencils equally into 2 rows. If she had 6 pencils,How many pencils did she place in each row?,( 6.0 / 2.0 ),3,Common-Division
chal-886,Julia played tag with 5 kids on monday. She played tag with some more kids on tuesday. If she played with a total of 15 kids,How many kids did she play with on tuesday?,( 15.0 - 5.0 ),10,Subtraction
chal-887,Danny collects bottle caps. He threw away 6 of the old ones at the park while he found 50 bottle caps new ones. Now he has 60 bottle caps in his collection.,How many more bottle caps did danny find at the park than those he threw away?,( 50.0 - 6.0 ),44,Subtraction
chal-888,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies.,How many cookies did Paco have left?,( ( 36.0 - 10.0 ) - 14.0 ),12,Subtraction
chal-889,They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs,How many more chairs than tables do they have?,( ( 5.0 * 10.0 ) - 5.0 ),45,Subtraction
chal-890,After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feet,How deep was the water?,( 13.0 * 16.0 ),208,Multiplication
chal-891,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes,How many tomatoes and potatoes does he have left?,( ( 177.0 + 12.0 ) - 53.0 ),136,Subtraction
chal-892,"7 red peaches, 71 yellow peaches and 8 green peaches are in the basket.",How many more green peaches than red peaches are in the basket?,( 8.0 - 7.0 ),1,Subtraction
chal-893,52 campers went rowing in the morning. 61 campers went rowing in the afternoon.,How many more campers went rowing in the afternoon than in the morning?,( 61.0 - 52.0 ),9,Subtraction
chal-894,There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase.,How many roses did she cut?,( 14.0 - 13.0 ),1,Subtraction
chal-895,Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days,How many bottles had she bought?,( 109.0 * 74.0 ),8066,Multiplication
chal-896,Edward spent $ 6 to buy 2 books each book costing him the same amount of money. Now he has $ 12.,How much did each book cost?,( 6.0 / 2.0 ),3,Common-Division
chal-897,Robin has 28 packages of gum and 14 packages of candy. There are 6 pieces in each package.,How many pieces does Robin have?,( ( 28.0 + 14.0 ) / 6.0 ),7,Common-Division
chal-898,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies,How many more movies than books are there in the ' crazy silly school ' series?,( 17.0 - 11.0 ),6,Subtraction
chal-899,"Jack received 5 emails in the morning, 8 emails in the afternoon and 72 emails in the evening.",How many emails did Jack receive in the morning and afternoon?,( 5.0 + 8.0 ),13,Addition
chal-900,Randy uses 36 blocks to build a tower. If he had 59 blocks,How many blocks are left?,( 59.0 - 36.0 ),23,Subtraction
chal-901,Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds.,How much did marco's strawberries weigh?,( 20.0 - 17.0 ),3,Subtraction
chal-902,Haley grew 9 trees in her backyard. After a typhoon 4 died. Then she grew 5 more trees.,How many trees does she have left?,( ( 9.0 - 4.0 ) + 5.0 ),10,Addition
chal-903,Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially.,How many goldfish disappeared?,( 8.0 - 6.0 ),2,Subtraction
chal-904,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection.,How many more bottle caps than wrappers does danny have now?,( 12.0 - 11.0 ),1,Subtraction
chal-905,Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar.,How many more cups of flour than cups of sugar does she need to add now?,( 9.0 - ( 6.0 - 4.0 ) ),7,Subtraction
chal-906,Jesse's room is 2 feet long and 12 feet wide. If each tile is of size 4 square feet,How many tiles does she need to cover the whole floor?,( ( 2.0 * 12.0 ) / 4.0 ),6,Common-Division
chal-907,An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today.,How many shirts did machine make altogether?,( 6.0 * ( 12.0 + 14.0 ) ),156,Multiplication
chal-908,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies.,How many salty cookies did Paco have left?,( 6.0 - 3.0 ),3,Subtraction
