,Question,Equation
669,w birds and x storks were sitting on the fence. y more birds came to join them. How many birds and storks are sitting on the fence?,( ( w + y ) + x )
670,Julia played tag with w kids on monday and x kids on tuesday. She played cards wtih y kids on wednesday. How many kids did she play tag with altogether?,( w + x )
671,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by w of the pickers that they fill x drums of grapes per day. How many days will it take to fill y drums of grapes?",( y / x )
672,Bobby ate w pieces of candy. If he initially had x pieces of candy How many pieces of candy does he still have left?,( x - w )
673,The Ferris wheel in paradise park has w seats. Each seat can hold x people. If y seats are broken How many people can ride the Ferris wheel at the same time?,( ( w - y ) * x )
674,Robin's hair was w inches long. He cut off x inches. Then it again grew by y inches. How long is his hair now?,( ( w - x ) + y )
675,Frank was reading through his favorite book. The book had w pages equally distributed over x chapters. It took Frank y days to finish the book. How many chapters did he read per day?,( y / x )
676,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The grasshopper jumped x inches farther than the frog and the mouse jumped x4 inches lesser than the frog. How far did the frog jump?",( w - x )
677,Winter is almost here and most animals are migrating to warmer countries. There are w bird families living near the mountain. If x bird families flew away to africa and y bird families flew away to asia How many bird families flew away for the winter?,( x + y )
678,Matthew had w crackers. He has x crackers left after he gave equal numbers of crackers to his 2 friends. How many crackers did each friend eat?,( ( w - x ) / y )
679,Rachel's tree had w apples. She picked x apples from her tree. Thereafter y new apples grew on the tree. How many apples are there on the tree now?,( ( w - x ) + y )
680,Summer is almost here and most animals are migrating back to cooler countries. There are w bird families living near a mountain. If x new bird families joined them How many bird families live near the mountain now?,( w + x )
681,Danny collects bottle caps and wrappers. He found w bottle caps and x wrappers at the park. Now he has y wrappers and z bottle caps in his collection. How many more wrappers than bottle caps does danny have now?,( y - z )
682,Melissa scored a total of w points in x games scoring the same for each game. How many points did she score in each game?,( w / x )
683,Robin's hair was w inches long. He cut off some inches of her hair. If his hair is now x inches long How much of his hair did he cut?,( w - x )
684,Baker made w pastries and x cakes. If he sold y cakes and z pastries How many pastries would baker still have?,( w - z )
685,The school is planning a field trip. The school has w classrooms. There are x students in each classroom in the school. If there are y seats on each school bus How many buses are needed to take the trip?,( w * ( x / y ) )
686,The Razorback t-shirt shop makes $ w dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of x t-shirts. If they sold y t-shirts during the Arkansas game How much money did they make from selling the t-shirts?,( w * x )
687,w birds were sitting on the fence. x more birds and y more storks came to join them. How many more storks than birds are sitting on the fence?,( y - ( w + x ) )
688,The school is planning a field trip. The school has w classrooms. There are x students in the school and y school buses. If all buses are full How many seats are in each bus?,( x / y )
689,Randy has w blocks. He uses x blocks to build a tower and y blocks to build a house. How many blocks did he use to build the tower and the house altogether?,( x + y )
690,Every day Ryan spends w hours on learning english and x hours on learning chinese. If he learns for y days How many hours does he spend on learning chinese in all?,( x * y )
691,The Razorback shop makes $ w dollars off each t-shirt and $ x off each jersey. During the Arkansas and Texas tech game they sold y t-shirts and z jerseys. How much more does a jersey cost than a t-shirt?,( x - w )
692,Danny collects bottle caps and wrappers. He found w wrappers and x bottle caps at the park. Now he has y bottle caps and z wrappers in his collection. How many wrappers did danny have at first?,( z - w )
693,Haley grew w trees in her backyard. After a typhoon x died. How many more trees died in the typhoon than those that survived?,( x - ( w - <x) )
694,He has w apples more than Adam and Jackie together do. Adam and Jackie have x apples between them. How many apples does He have?,( x + w )
695,Dave had w apps and x files on his phone. After deleting some apps and files he had y files and 2 apps left. How many more files than apps does he have left on the phone?,( y - z )
696,Rebecca wants to split a collection of eggs into groups of w. If each group has x eggs How many eggs does Rebecca have?,( w * x )
697,"Jack received w emails in the morning, x emails in the afternoon and y emails in the evening. How many more emails did Jack receive in the morning than in the afternoon?",( w - x )
698,Adam could fit w action figures on each shelf in his room. His room has x shelves and x0 cabinets. How many total action figures could his shelves hold?,( w * x )
699,Lucy went to the grocery store. She bought w packs of cookie and x packs of cake. How many more packs of cookie did she buy over cake?,( w - x )
700,Every day Ryan spends w hours on learning english and x hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese?,( w - x )
701,David did w more push-ups but x less crunches than Zachary in gym class today. If Zachary did y push-ups and z crunches How many crunches did David do?,( z - x )
702,The grasshopper and the frog had a jumping contest. The frog jumped w inches and the grasshopper jumped x inches. How much farther did the frog jump than the grasshopper?,( w - x )
703,Paul had w books. After buying some in a garage sale he had x left. How many books did he buy?,( x - w )
704,If they are already at w feet and the cave is x feet deep How much farther until they reach the end of the cave?,( x - w )
705,Katie had w new games and x old games. Her friends had y new games. How many new games do they have together?,( w + y )
706,Josh had w marbles in his collection. He lost x marbles and found y new ones. How many marbles does he have now?,( ( w - x ) + y )
707,Jerry had w action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of x action figures on his shelf now How many action figures did he add to the shelf?,( x - w )
708,Rachel has w apple trees. She picked x apples from 1 of her trees. Now the tree has z apples still on it. How many apples did the tree have to begin with?,( x + z )
709,We ordered w pizzas. Each pizza has x slices. If there are 2 of us How many slices of pizza does each of us get if distributed equally?,( w * ( x / y ) )
710,Jack received a total of w emails in the day. If he received x emails in the morning and some more in the afternoon How many emails did Jack receive in the afternoon?,( w - x )
711,A grocery store had w bottles of diet soda and x bottles of regular soda. How many more bottles of regular soda than diet soda did they have?,( x - w )
712,A book has w chapters. The first chapter is w5 pages long the second chapter is y pages long and the third chapter is w pages long. How many more pages does the second chapter have than the third chapter?,( y - w )
713,Randy has w blocks. He uses some blocks to build a tower. If there are x blocks left How many blocks did he use to build the tower?,( w - x )
714,Because of the decision Sofia asked the students to suggest specific types of food. w students suggested adding mashed potatoes while others suggested adding bacon to the menu. If x more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,( w + x )
715,A waiter had w customers. After some left he got x new customers. If he still had y customers How many customers left?,( w - ( y - x ) )
716,Every day Ryan spends w hours on learning english and some more hours on learning chinese. If he spends a total of x hours on learning english and chinese everyday How many hours does he spend on learning chinese?,( x - w )
717,A book has w chapters across x pages. The second chapter is y pages long. How many pages are in the second chapter?,( x - y )
718,White t - shirts can be purchased in packages. If mom buys w packages which contain x white t - shirts in total How many white t - shirts does each package have?,( x / w )
719,Baker made w pastries and x cakes. If he sold y cakes and z pastries How many more cakes than pastries did baker make?,( x - w )
720,Jessie weighed w kilograms. After she started to go jogging everyday she lost x kilograms. How much does she weigh now?,( w - x )
721,Lawrence county has w kids. During summer break x kids go to camp and the rest stay home. How many kids stay home?,( w - x )
722,Dave had w apps and x files on his phone. After deleting some apps and files he had y apps and z files left. How many files did he delete?,( x - z )
723,If you had w cookies and each bag has x cookies How many bags of cookies do you have?,( w / x )
724,He then went to see the oranges being harvested. He found out that they harvest w sacks per day and that each sack containes x oranges. How many oranges will they have after y days of harvest?,( ( w * y ) * x )
725,Nell collects baseball cards. She had w cards. She gave x of her cards to Jeff. How many cards does Nell have left?,( w - x )
726,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked w chocolate chip cookies yesterday and x raisin cookies and y chocolate chip cookies this morning. How many chocolate chip cookies did Helen bake?,( w + y )
727,There were w roses in the vase. Jessica cut some more roses from her flower garden which had a total of x roses. There are now y roses in the vase. How many roses are left in the garden?,( x - ( y - w ) )
728,Jerry had some action figures on a shelf in his room. Later he added w more action figures to the shelf and removed x of the old ones. If there are y action figures on his shelf now How many action figures did he have initially on the shelf?,( ( y + x ) - w )
729,A book has w chapters across w3 pages. The first chapter is y pages long. How many pages are in the first chapter?,( x - y )
730,Paul had w books. After selling some in a garage sale he bought x new ones. If he has y books now How many more books did he sell than he bought?,( w - y )
731,Allan and Jake brought w balloons to the park. If Allan brought x balloons How many balloons did Jake bring to the park?,( w - x )
732,There are w students in a school. If the school has x students in each grades and each grade has the same number of students How many grades are there in total?,( w / x )
733,After finding some bottle caps at the park danny has w bottle caps in his collection. If he had x bottle caps in his collection earlier How many bottle caps did he find at the park?,( w - x )
734,A mailman has to give w pieces of junk mail to each of the x blocks. If he gives y mails to each house in a block How many houses are there in a block?,( w / y )
735,Winter is almost here and most animals are migrating to warmer countries. There are w bird families living near the mountain. If x bird families flew away to asia and y bird families flew away to africa How many more bird families flew away to africa than those that flew away to asia?,( y - x )
736,Paul got a box of w crayons for his birthday. During the school year he gave x crayons to his friends while he lost y crayons. How many crayons had been lost or given away?,( x + y )
737,Rachel had to complete w pages of math homework and yet more pages of reading homework. If she had to complete a total of x pages of homework How many pages of reading homework did she have to complete?,( x - w )
738,Brenda's mother made cookies for w. She prepared x cookies but had to throw away y cookies. If each of them had the same number of cookies How many did each of them have?,( ( x - y ) / w )
739,There were w roses and x orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now y orchids and z roses in the vase. How many more roses than orchids are there in the vase now?,( z - y )
740,He had a total of w saltwater animals in different aquariums. Each aquarium has x animals in it. How many aquariums did he have?,( w / x )
741,Every day Ryan spends w hours on learning english and x hours on learning chinese. If he learns for y days How many hours does he spend on learning english and chinese in all?,( ( w + x ) * y )
742,Rachel picked w apples from her tree. Thereafter x new apples grew on the tree. Now the tree has y apples still on it. How many apples did the tree have to begin with?,( ( y - x ) + w )
743,There were w people on the bus. At the next stop x more people got on the bus and y people got off. How many people are there on the bus now?,( ( w + x ) - y )
744,Dave had w apps and x files on his phone. After deleting some apps and files he had y apps and z files left. How many more apps than files does he have left on the phone?,( y - z )
745,Baker made w cakes. He bought x new cakes and sold y cakes. How many cakes does baker still have?,( ( w - y ) + x )
746,Mary is baking a cake. The recipe calls for w cups of sugar x cups of flour and y cups of salt. She already put in z cups of flour. How many more cups of sugar than cups of salt does she need to add now?,( w - y )
747,Ryan learns english and chinese for w days. Every day he spends x hours on learning english and y hours on learning chinese. How many hours does he spend on learning english and chinese in all?,( ( x + y ) * w )
748,Dan has $ w. He bought a candy bar for $ x and a chocolate for $ y. How much money is left?,( w - ( x + y ) )
749,During summer break w kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is x. About how many kids in Lawrence county went to camp?,( x - w )
750,After Jessie started to go jogging everyday she lost w kilograms. She currently weighs x kilograms. How much did she weigh before starting to jog?,( x + w )
751,Josh had w marbles in his collection. He lost x marbles and found y new ones. How many more marbles did he find than those he lost?,( y - x )
752,Nell collects cards. She had w baseball cards and x Ace cards. She gave some of her cards to Jeff and now has y Ace cards and z baseball cards left. How many more Ace cards than baseball cards does Nell have?,( y - z )
753,In a school there are w boys and x girls. y more girls joined the school. How many more girls than boys does the school have?,( ( x + y ) - w )
754,Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away w of them and only had x left. How many crayons did he get for his birthday?,( w + x )
755,Bryan took a look at his books as well. If he has a total of w books and each bookshelf contains x books How many bookshelves does he have?,( w / x )
756,Julia played tag with w kids on monday. If she played tag with x more kids on monday than on tuesday How many kids did she play with on tuesday?,( w - x )
757,He then went to see the oranges being harvested. He found out that they harvest w sacks of unripe oranges and x sacks of ripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,( x - w )
758,Allan brought w balloons. If Allan and Jake brought total of x balloons to the park How many balloons did Jake bring to the park?,( x - w )
759,The ring toss game at the carnival made w dollars per day. They were at the carnival for x days. How much money did they make?,( w * x )
760,Each basket of peaches has w red peaches and x green peaches. If there are y such baskets How many peaches are in the baskets altogether?,( ( w + x ) * y )
761,Paco had w sweet cookies and x salty cookies. He ate y sweet cookies and 2 salty cookies. How many more sweet cookies than salty cookies did he eat?,( y - z )
762,Jake has w fewer peaches than Steven. If Jake has x peaches. How many peaches does Steven have?,( w + x )
763,Paul got a box of w crayons for his birthday. During the school year he lost x crayons while he gave away y crayons to his friends. How many more crayons did he give to his friends than those he lost?,( y - x )
764,If the cave is w feet deep and they need to travel x feet How far is the end of the cave?,( w + x )
765,There are w bananas and x oranges in Philip's collection. If the bananas are organized into y groups and oranges are organized into z groups How big is each group of bananas?,( w / y )
766,Rebecca wants to split a collection of eggs into groups of w. Rebecca has x eggs and y marbles. How many more eggs does Rebecca have than marbles?,( x - y )
767,Paige raised w goldfish in the pond but stray cats loved eating them. x were eaten. How many goldfish remained?,( w - x )
768,Zachary did w push-ups and x crunches in gym class today. David did y more push-ups but z less crunches than zachary. How many push-ups did David do?,( w + y )
769,Dave had w apps on his phone. He deleted x apps. How many apps are left on his phone?,( w - x )
770,Mary is baking a cake. The recipe calls for w cups of sugar x cups of flour and y cups of salt. She already put in z cups of flour. How many more cups of flour than cups of sugar does she need to add now?,( ( x - z ) - w )
771,He then went to see the oranges being harvested. He found out that they harvest w sacks of ripe oranges and x sacks of unripe oranges per day. How many sacks of ripe oranges will they have after y days of harvest?,( w * y )
772,Jack received w emails and x letters in the morning. He then received y emails and z letters in the afternoon. How many more emails did Jack receive in the morning than in the afternoon?,( w - y )
773,Katie had w new games and x old games. Her friends had y new games and z old games. How many old games do they have 3,( x + z )
774,Together Adam and Jackie have w apples. He has x apples more than Adam and Jackie together do. Adam has y more apples than Jackie. How many apples does He have?,( w + x )
775,He then went to see the oranges being harvested. He found out that they harvest w sacks per day and that each sack containes x oranges. How many oranges are harvested if they harvest a total of y sacks of oranges?,( x * y )
776,There are w oranges and x bananas in Philip's collection. If the bananas are organized into 2 groups and oranges are organized into z groups How big is each group of bananas?,( x / y )
777,There are w oranges and x bananas in Philip's collection. If the bananas are organized into y groups and oranges are organized into z groups How big is each group of oranges?,( w / z )
778,David did w more push-ups but x less crunches than Zachary in gym class today. If Zachary did y push-ups and z crunches How many more crunches than push-ups did Zachary do?,( z - y )
779,He also had w aquariums for freshwater animals and x aquariums for saltwater animals. Each aquarium has y animals in it. How many saltwater animals does Tyler have?,( x * y )
780,There were w dollars in Olivia's wallet. After she visited a supermarket and a showroom there were x dollars left. If she spent y dollars at the showroom How much did she spend at the supermarket?,( ( w - x ) - y )
781,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The frog jumped x inches farther than the grasshopper and the mouse jumped y inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",( x - y )
782,Rachel picked w ripe apples from her tree. Now the tree has x ripe apples and y unripe apples. How many apples did the tree have to begin with?,( ( w + x ) + y )
783,Frank was reading through his favorite book. The book had w pages and he read x pages per day. How many days did he take to finish the book?,( w / x )
784,Ed had w more marbles than Doug. Doug lost x of his marbles at the playground while Ed found y more marbles. How many more marbles did Ed have than Doug then?,( ( w + x ) + y )
785,Faye was placing her pencils into rows with w pencils in each row. If she had x pencils and y crayons How many rows could she make?,( x / w )
786,Some children were riding on the bus. At the bus stop w more children got on the bus. Then there were x children altogether on the bus. How many children were riding on the bus before the bus stop?,( x - w )
787,Danny has w bottle caps in his collection. He found x bottle caps at the park. How many bottle caps does he have now?,( w + x )
788,Allan brought w balloons and Jake brought x balloons to the park. How many more balloons did Allan have than Jake in the park?,( w - x )
789,Winter is almost here and most animals are migrating to warmer countries. There are w bird families living near the mountain. If x bird families flew away to africa and y bird families flew away to asia How many more bird families flew away to africa than those that flew away to asia?,( x - y )
790,Zachary did w push-ups and x crunches in gym class today. David did y more push-ups but z less crunches than zachary. How many more crunches than push-ups did Zachary do?,( x - w )
791,The Ferris wheel in paradise park has w seats. If x people can ride the wheel at the same time How many people can each seat hold?,( x / w )
792,"Rachel had to complete w pages of math homework, x pages of reading homework and y more pages of biology homework. How many pages did she have to complete in all?",( ( w + x ) + y )
793,For Gwen's birthday she received w dollars from her mom. Her dad gave her x more dollars. If she spent y dollars. How much more money did she receive from her dad than she did from her mom?,( x - w )
794,Baker made w cakes. He sold x of them. Then he made y more cakes. How many cakes would baker still have?,( ( w - x ) + y )
795,Baker made w pastries and x cakes. If he sold y cakes and z pastries How many cakes would baker still have?,( x - y )
796,There are w different books and x different movies in the ' crazy silly school ' series. If you read y of the books and watched z of the movies How many more movies than books have you read?,( z - y )
797,A mailman gives w junk mails to each house in a block. If the mailman has to give x pieces of junk mail to each block. How many houses are there in a block?,( x / w )
798,Ed had w more marbles than Doug. Doug lost x of his marbles at the playground. If Ed had y marbles How many marbles does Doug have now?,( ( y - w ) - x )
799,Dan has $ w. He bought a candy bar for $ x and a chocolate for $ y. How much money did he spend to buy candy bar than he did to buy chocolate?,( x - y )
800,A waiter had w customers. After some left he still had x customers. How many more customers stayed behind than those that left?,( x - ( w - <x) )
801,Julia played tag with w kids on tuesday. If she played tag with x more kids on monday than on tuesday How many kids did she play with on monday?,( w + x )
802,Allan brought w balloons to the park. If Jake brought x more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?,( w + x )
803,Jackie has w apples. Adam has x apples. How many more apples does Jackie have than Adam?,( w - x )
804,Baker made w cakes and x pastries. If he sold y cakes and z pastries How many more pastries than cakes did baker make?,( x - w )
805,For Gwen's birthday she received w dollars. She spent some money and has x dollars left with her. How much money did she spend?,( w - x )
806,"w red peaches, x yellow peaches and y green peaches are in the basket. How many red and yellow peaches are in the basket?",( w + x )
807,Matthew gave equal numbers of crackers and cakes to his w friends. If he had x crackers and y cakes initially How many crackers did each person eat?,( x / w )
808,He then went to see the oranges being harvested. He found out that they harvested w sacks of oranges. How many sacks did they harvest per day if they harvested for a total of x days?,( w / x )
809,Adam has w more apples than Jackie. Together Adam and Jackie have x apples. Bob has y apples more than Adam and Jackie together do. How many apples does Bob have?,( x + y )
810,Mary is baking a cake. The recipe calls for w cups of flour and x cups of sugar. She already put in some cups of flour. If she still needs y more cups of flour than sugar How many more cups of flour does she need to add?,( x + y )
811,Winter is almost here and most animals are migrating to warmer countries. w bird families flew away for the winter from near a mountain. If there were x bird families living near the mountain initially How many bird families were left near the mountain?,( x - w )
812,Jake has w fewer peaches than Steven. Steven has x more peaches than Jill. If Jill has y peaches How many more peaches does Jill have than Jake?,( w - x )
813,A book has w chapters. The first chapter is x pages long. If there are a total of y pages in the book How many pages are in the second chapter?,( y - x )
814,Paul got a box of some crayons for his birthday. During the school year he gave w crayons to his friends while he lost x crayons. If he only had y crayons left How many crayons did he get for his birthday?,( ( w + x ) + y )
815,At the stop w more people got on the bus. Initially there were x people on the bus. How many people are there on the bus now?,( x + w )
816,Julia played tag with some kids on monday. She played tag with w kids on tuesday. If she played with a total of x kids How many kids did she play with on monday?,( x - w )
817,Baker's friend bought w cakes from him. If he had made x cakes initially How many cakes would baker still have?,( x - w )
818,Jerry had w action figures and x books on a shelf in his room. Later he added y more action figures to the shelf. How many more action figures than books were on his shelf?,( ( w + y ) - x )
819,For w weeks of harvest Lewis earns a total of $ x. How much money does he earn each week?,( x / w )
820,Paul had some books. After selling w in a garage sale he had x left. How many books did he have at the start?,( w + x )
821,Last week Fred had w dollars and Jason had x dollars. Over the weekend Fred delivered newspapers earning y dollars and washed cars earning z dollars. How much money did Fred earn over the weekend?,( y + z )
822,If you have w cookies in total and x bags having equal number of cookies How many cookies does each bag have?,( w / x )
823,Matthew gave equal numbers of crackers to his w friends. If he had x crackers How many crackers did each person eat?,( x / w )
824,Kelly has w nintendo games. She found x more nintendo games. How many does she need to give away so that she will have y games left?,( ( w + x ) - y )
825,There are w different books and x different movies in the ' crazy silly school ' series. If you read y of the books and watched z of the movies How many more movies do you still have to watch?,( x - z )
826,He then went to see the oranges being harvested. He found out that they harvest w sacks of ripe oranges and x sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,( x - w )
827,Lewis earns $ w every week during the x weeks of harvest. If he has to pay $ y rent every week How much money does he pay as rent during the harvest season?,( y * x )
828,For the walls of the house he would use w nails in all to secure large planks of wood. If each plank needs x pieces of nails to be secured and an additional y nails were used. How many planks does John need for the house wall?,( ( w - y ) / x )
829,w red peaches and x green peaches are in the basket. How many more red peaches than green peaches are in the basket?,( w - x )
830,Because of the decision Sofia asked the students to suggest specific types of food. If w students suggested adding mashed potatoes x suggested adding bacon to the menu and y suggested adding tomatoes How many students participated in the suggestion of new food items?,( ( w + x ) + y )
831,During summer break w kids from Lawrence county go to camp and the other x kids stay home. How many more kids stayed home compared to those who went to the camp?,( x - w )
832,w birds and x storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence?,( w - ( x + y ) )
833,There are w different books and x different movies in the ' crazy silly school ' series. If you read y of the books and watched z of the movies How many more books do you still have to read?,( w - y )
834,There were w people on the bus. At the next stop x more people got on the bus. Each bus can not have more than y people. How many people are there on the bus now?,( w + x )
835,"A grocery store had w bottles of regular soda, x bottles of diet soda and y bottles of lite soda. How many bottles did they have total?",( ( w + x ) + y )
836,Because of the decision Sofia asked w students to suggest specific types of food. x students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes?,( w - x )
837,Edward spent $ w. Then he spent $ x more. Now he has $ y. How much did Edward have before he spent his money?,( ( w + x ) + y )
838,Winter is almost here and most animals are migrating to warmer countries. There are w bird families living near the mountain. If x bird families flew away to africa and y bird families flew away to asia How many bird families were left near the mountain?,( w - ( x + y ) )
839,In a school there are w girls and x boys. y more girls joined the school. How many girls are there in the school now?,( w + y )
840,Dan has $ w. He bought a chocolate for $ x and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar?,( x - y )
841,At the arcade Dave had won w tickets. If he used x to buy some toys and y more to buy some clothes How many tickets did Dave have left?,( w - ( x + y ) )
842,The school is planning a field trip. The school has w classrooms. There are x students in the school with each classroom having the same number of students. There are y seats on each school bus. How many students are in each class?,( x / w )
843,He then went to see the oranges being harvested. He found out that the harvest will go on for w days. How many sacks do they harvest per day if they harvested a total of x sacks of oranges?,( x / w )
844,There were w roses in the vase. Jessica threw away x roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now y roses in the vase. How many more roses did she throw away than those she cut from her garden?,( w - y )
845,Allan brought w balloons and Jake brought x balloons to the park. Allan then bought y more balloons at the park. How many more balloons did Jake have than Allan in the park?,( x - ( w + y ) )
846,He then went to see the oranges being harvested. He found out that they harvest w sacks of ripe oranges and x sacks of unripe oranges per day. How many sacks of oranges will they have after y days of harvest?,( ( w + x ) * y )
847,Together Adam and Jackie have w apples. He has x apples more than adam and jackie together do. How many apples does he have?,( w + x )
848,"After a typhoon, w trees in Haley's backyard died. If she had grown x trees initially How many more trees survived the typhoon than those that died?",( ( x - w ) - <w)
849,Allan brought w balloons and Jake brought x balloons to the park. Jake then bought y more balloons at the park. How many balloons did Jake bring to the park?,( x + y )
850,The Razorback shop makes $ w dollars off each t-shirt and $ x off each jersey. During the Arkansas and Texas tech game they sold y t-shirts and z jerseys. How much money did they make from selling the t-shirts?,( w * y )
851,David did w more push-ups than Zachary in gym class today. If David did x push-ups How many push-ups did Zachary do?,( x - w )
852,Marco and his dad went strawberry picking. Marco's strawberries weighed w pounds. If together their strawberries weighed x pounds. How much more did his strawberries weigh than his dad's?,( w - ( x - <w) )
853,Faye was placing her pencils and crayons into w rows with x crayons and y pencils in each row. How many crayons does she have?,( w * x )
854,"Jack received w emails in the morning, x emails in the afternoon and y emails in the evening. How many emails did Jack receive in the morning and evening?",( w + y )
855,Jesse's room is w feet long. If she needs a carpet of size x square feet What is the width of her room?,( x / w )
856,Debby bought w water bottles when they were on sale. If she drank x bottles a day for y days. How many bottles does she have left?,( w - ( x * y ) )
857,w campers went rowing in the morning x campers went rowing in the afternoon and y campers went rowing in the evening. How many more campers went rowing in the afternoon than in the evening?,( x - y )
858,Bryan took a look at his books and magazines. If he has w books and x magazines in each of his y bookshelves How many books and magazines does he have in total?,( ( w + x ) * y )
859,Faye was placing her pencils and crayons into w rows with x pencils and y crayons in each row. How many crayons does she have?,( w * y )
860,Baker made w cakes and x pastries. If he sold y cakes and z pastries How many pastries would baker still have?,( x - z )
861,Robin cut off w inches of his hair. If his hair was x inches long initially How long is his hair now?,( x - w )
862,"They decided to hold the party in their backyard. They have w sets of tables, each having the same number of chairs. If there are a total of x chairs in the backyard How many chairs are there for each table?",( x / w )
863,Debby bought w water bottles and x soda bottles when they were on sale. If she drank y water bottles and z soda bottles a day How many days would the water bottles last?,( w / y )
864,Last week Fred had w dollars and Jason had x dollars. Jason washed cars over the weekend and now has y dollars. How much money did Jason make washing cars?,( y - x )
865,Paul sold some books in a garage sale leaving him with w books. If he had x books initially How many books did he sell?,( x - w )
866,Next on his checklist is wax to stick the feathers together. If the feathers require w g of wax and right now he has x g How many more grams of wax does he need?,( w - x )
867,The bananas in Philip's collection are organized into w groups. If there are a total of x bananas in Philip's banana collection How big is each group?,( x / w )
868,The grasshopper and the frog had a jumping contest. The grasshopper jumped w inches and the frog jumped x inches. How much farther did the frog jump than the grasshopper?,( x - w )
869,In Haley's class w boys love to play marbles and x boys love to play cards. If Haley has y marbles How many will each of the boys receive?,( y / w )
870,Steven has w peaches. Jake has x fewer peaches than Steven who has y more peaches than Jill. How many peaches does Jill have?,( w - y )
871,In Haley's class w are boys who love to play marbles. If Haley gives x marbles to each boy How many marbles did she have?,( w * x )
872,Ed had w more marbles than Doug. Ed lost x of his marbles at the playground. If Ed had y marbles How many more marbles did Ed have than Doug then?,( w - x )
873,A farmer had w green tomatoes and x red tomatoes in his garden. If he picked y tomatoes How many tomatoes are left?,( ( w + x ) - y )
874,Lewis earns $ w every week during the w6 weeks of harvest. If he has to pay $ y tax How much money will have at the end of the harvest season?,( ( w * x ) - y )
875,Nell collects baseball cards. She had w cards while Jeff had x cards. She gave some of her cards to Jeff and now has y cards left. How many cards does Jeff have now?,( ( x + w ) - y )
876,Rebecca wants to split a collection of marbles into groups of w. Rebecca has x eggs and y marbles. How many groups will be created?,( y / w )
877,Matthew had w crackers. He has x crackers left after he gave equal numbers of crackers to his y friends. How many crackers did Matthew give to his friends?,( w - x )
878,An industrial machine can make w shirts a minute. It worked for x minutes yesterday and for y minutes today. How many shirts did machine make today?,( w * y )
879,Marco and his dad went strawberry picking. Marco's strawberries weighed w pounds. If together their strawberries weighed x pounds. How much more did his dad's strawberries weigh than his?,( ( x - w ) - <w)
880,Rachel picked w apples from her tree. If the tree had x apples initially. How many apples are still there on the tree?,( x - w )
881,"After making some pies, chef had w apples left. Initially he had x apples How many apples did he use?",( x - w )
882,Allan brought w balloons and x balls while Jake brought y balloons and y9 balls to the park. How many balloons did Allan and Jake have in the park?,( w + y )
883,There were w dollars in Olivia's wallet. She collected x more dollars from an atm. After she visited a supermarket there were y dollars left. How much more money did she spend at the supermarket than she collected at the atm?,( w - y )
884,Faye was placing some pencils equally into w rows. If she had x pencils How many pencils did she place in each row?,( x / w )
885,Julia played tag with w kids on monday. She played tag with some more kids on tuesday. If she played with a total of x kids How many kids did she play with on tuesday?,( x - w )
886,Danny collects bottle caps. He threw away w of the old ones at the park while he found x bottle caps new ones. Now he has w0 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away?,( x - w )
887,Paco had w cookies. He gave x cookies to his friend and ate y cookies. How many cookies did Paco have left?,( ( w - y ) - x )
888,They decided to hold the party in their backyard. If they have w sets of tables and each set has x chairs How many more chairs than tables do they have?,( ( w * x ) - <w)
889,After resting they decided to go for a swim. The depth of the water is w times Ron's height. Dean is x feet taller than Ron. If Ron stands at y feet How deep was the water?,( y * w )
890,A farmer had w tomatoes and x potatoes in his garden. If he picked y tomatoes How many tomatoes and potatoes does he have left?,( ( w + x ) - y )
891,"w red peaches, w1 yellow peaches and y green peaches are in the basket. How many more green peaches than red peaches are in the basket?",( y - w )
892,w campers went rowing in the morning. x campers went rowing in the afternoon. How many more campers went rowing in the afternoon than in the morning?,( x - w )
893,There were w roses and x orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now y orchids and z roses in the vase. How many roses did she cut?,( z - w )
894,Debby bought some water bottles when they were on sale. She drank w bottles a day. If the bottles lasted for x days How many bottles had she bought?,( w * x )
895,Edward spent $ w to buy x books each book costing him the same amount of money. Now he has $ y. How much did each book cost?,( w / x )
896,Robin has w packages of gum and x packages of candy. There are y pieces in each package. How many pieces does Robin have?,( ( w + x ) / y )
