,Unnamed: 0.2,Unnamed: 0.1,ID,Body,Question,Equation,Answer,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers
887,887,887,chal-888,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies.,How many cookies did Paco have left?,( ( 36.0 - 10.0 ) - 14.0 ),12,Subtraction,Paco had <1> cookies. He gave <2> cookies to his friend and ate <3> cookies. how many cookies did paco have left?,( ( <1> - <3> ) - <2> ),"['<1>', '<2>', '<3>']","['36', '14', '10']"
888,888,888,chal-889,They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs,How many more chairs than tables do they have?,( ( 5.0 * 10.0 ) - 5.0 ),45,Subtraction,They decided to hold the party in their backyard. If they have <1> sets of tables and each set has <2> chairs how many more chairs than tables do they have?,( ( <1> * <2> ) - 5.0 ),"['<1>', '<2>']","['5', '10']"
889,889,889,chal-890,After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feet,How deep was the water?,( 13.0 * 16.0 ),208,Multiplication,After resting they decided to go for a swim. The depth of the water is <1> times Ron's height. Dean is <2> feet taller than Ron. If Ron stands at <3> feet how deep was the water?,( <3> * <1> ),"['<1>', '<2>', '<3>']","['16', '9', '13']"
890,890,890,chal-891,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes,How many tomatoes and potatoes does he have left?,( ( 177.0 + 12.0 ) - 53.0 ),136,Subtraction,A farmer had <1> tomatoes and <2> potatoes in his garden. If he picked <3> tomatoes how many tomatoes and potatoes does he have left?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['177', '12', '53']"
891,891,891,chal-892,"7 red peaches, 71 yellow peaches and 8 green peaches are in the basket.",How many more green peaches than red peaches are in the basket?,( 8.0 - 7.0 ),1,Subtraction,"<1> red peaches, <2> yellow peaches and <3> green peaches are in the basket. how many more green peaches than red peaches are in the basket?",( <3> - <1> ),"['<1>', '<2>', '<3>']","['7', '71', '8']"
892,892,892,chal-893,52 campers went rowing in the morning. 61 campers went rowing in the afternoon.,How many more campers went rowing in the afternoon than in the morning?,( 61.0 - 52.0 ),9,Subtraction,<1> campers went rowing in the morning. <2> campers went rowing in the afternoon. how many more campers went rowing in the afternoon than in the morning?,( <2> - <1> ),"['<1>', '<2>']","['52', '61']"
893,893,893,chal-894,There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase.,How many roses did she cut?,( 14.0 - 13.0 ),1,Subtraction,There were <1> roses and <2> orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now <3> orchids and <4> roses in the vase. how many roses did she cut?,( <4> - <1> ),"['<1>', '<2>', '<3>', '<4>']","['13', '84', '91', '14']"
894,894,894,chal-895,Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days,How many bottles had she bought?,( 109.0 * 74.0 ),8066,Multiplication,Debby bought some water bottles when they were on sale. She drank <1> bottles a day. If the bottles lasted for <2> days how many bottles had she bought?,( <1> * <2> ),"['<1>', '<2>']","['109', '74']"
895,895,895,chal-896,Edward spent $ 6 to buy 2 books each book costing him the same amount of money. Now he has $ 12.,How much did each book cost?,( 6.0 / 2.0 ),3,Common-Division,Edward spent $ <1> to buy <2> books each book costing him the same amount of money. Now he has $ <3>. how much did each book cost?,( <1> / <2> ),"['<1>', '<2>', '<3>']","['6', '2', '12']"
896,896,896,chal-897,Robin has 28 packages of gum and 14 packages of candy. There are 6 pieces in each package.,How many pieces does Robin have?,( ( 28.0 + 14.0 ) / 6.0 ),7,Common-Division,Robin has <1> packages of gum and <2> packages of candy. There are <3> pieces in each package. how many pieces does robin have?,( ( <1> + <2> ) / <3> ),"['<1>', '<2>', '<3>']","['28', '14', '6']"
897,897,897,chal-898,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies,How many more movies than books are there in the ' crazy silly school ' series?,( 17.0 - 11.0 ),6,Subtraction,There are <1> different movies and <2> different books in the ' crazy silly school ' series. If you read <3> of the books and watched <4> of the movies how many more movies than books are there in the ' crazy silly school ' series?,( <1> - <2> ),"['<1>', '<2>', '<3>', '<4>']","['17', '11', '13', '63']"
898,898,898,chal-899,"Jack received 5 emails in the morning, 8 emails in the afternoon and 72 emails in the evening.",How many emails did Jack receive in the morning and afternoon?,( 5.0 + 8.0 ),13,Addition,"Jack received <1> emails in the morning, <2> emails in the afternoon and <3> emails in the evening. how many emails did jack receive in the morning and afternoon?",( <1> + <2> ),"['<1>', '<2>', '<3>']","['5', '8', '72']"
899,899,899,chal-900,Randy uses 36 blocks to build a tower. If he had 59 blocks,How many blocks are left?,( 59.0 - 36.0 ),23,Subtraction,Randy uses <1> blocks to build a tower. If he had <2> blocks how many blocks are left?,( <2> - <1> ),"['<1>', '<2>']","['36', '59']"
900,900,900,chal-901,Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds.,How much did marco's strawberries weigh?,( 20.0 - 17.0 ),3,Subtraction,Marco and his dad went strawberry picking. Together their strawberries weighed <1> pounds. His dad's strawberries weighed <2> pounds. how much did marco's strawberries weigh?,( <1> - <2> ),"['<1>', '<2>']","['20', '17']"
901,901,901,chal-902,Haley grew 9 trees in her backyard. After a typhoon 4 died. Then she grew 5 more trees.,How many trees does she have left?,( ( 9.0 - 4.0 ) + 5.0 ),10,Addition,Haley grew <1> trees in her backyard. After a typhoon <2> died. Then she grew <3> more trees. how many trees does she have left?,( ( <1> - <2> ) + <3> ),"['<1>', '<2>', '<3>']","['9', '4', '5']"
902,902,902,chal-903,Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially.,How many goldfish disappeared?,( 8.0 - 6.0 ),2,Subtraction,Stray cats loved eating goldfish in the pond leaving <1> goldfish. Paige had raised <2> goldfish in the pond initially. how many goldfish disappeared?,( <2> - <1> ),"['<1>', '<2>']","['6', '8']"
903,903,903,chal-904,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection.,How many more bottle caps than wrappers does danny have now?,( 12.0 - 11.0 ),1,Subtraction,Danny collects bottle caps and wrappers. He found <1> bottle caps and <2> wrappers at the park. Now he has <3> wrappers and <4> bottle caps in his collection. how many more bottle caps than wrappers does danny have now?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['58', '25', '11', '12']"
904,904,904,chal-905,Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar.,How many more cups of flour than cups of sugar does she need to add now?,( 9.0 - ( 6.0 - 4.0 ) ),7,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of flour and <2> cups of sugar. She already put in <3> cups of sugar. how many more cups of flour than cups of sugar does she need to add now?,( <1> - ( <2> - <3> ) ),"['<1>', '<2>', '<3>']","['9', '6', '4']"
905,905,905,chal-906,Jesse's room is 2 feet long and 12 feet wide. If each tile is of size 4 square feet,How many tiles does she need to cover the whole floor?,( ( 2.0 * 12.0 ) / 4.0 ),6,Common-Division,Jesse's room is <1> feet long and <2> feet wide. If each tile is of size <3> square feet how many tiles does she need to cover the whole floor?,( ( <1> * <2> ) / <3> ),"['<1>', '<2>', '<3>']","['2', '12', '4']"
906,906,906,chal-907,An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today.,How many shirts did machine make altogether?,( 6.0 * ( 12.0 + 14.0 ) ),156,Multiplication,An industrial machine can make <1> shirts a minute. It worked for <2> minutes yesterday and for <3> shirts today. how many shirts did machine make altogether?,( <1> * ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['6', '12', '14']"
907,907,907,chal-908,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies.,How many salty cookies did Paco have left?,( 6.0 - 3.0 ),3,Subtraction,Paco had <1> sweet cookies and <2> salty cookies. He ate <<4>> sweet cookies and 3 salty cookies. how many salty cookies did paco have left?,( <2> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['9', '6', '36', '3']"
908,908,908,chal-909,Robin cut off 20 inches of his hair. If his hair is now 10 inches long,How long was his hair before he cut?,( 20.0 + 10.0 ),30,Addition,Robin cut off <1> inches of his hair. If his hair is now <2> inches long how long was his hair before he cut?,( <1> + <2> ),"['<1>', '<2>']","['20', '10']"
909,909,909,chal-910,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 36 inches. The frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog.",How far did the frog jump?,( 36.0 + 17.0 ),53,Addition,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The frog jumped <2> inches farther than the grasshopper and the mouse jumped <3> inches farther than the frog. how far did the frog jump?",( <1> + <2> ),"['<1>', '<2>', '<3>']","['36', '17', '15']"
910,910,910,chal-911,Robin has 28 packages of gum and 13 packages of candy. There are 4 pieces in each package.,How many pieces of gum does Robin have?,( 28.0 * 4.0 ),112,Multiplication,Robin has <1> packages of gum and <2> packages of candy. There are <3> pieces in each package. how many pieces of gum does robin have?,( <1> * <3> ),"['<1>', '<2>', '<3>']","['28', '13', '4']"
911,911,911,chal-912,Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries,How many more cakes than pastries did baker sell?,( 158.0 - 147.0 ),11,Subtraction,Baker made <1> cakes and <2> pastries. If he sold <3> cakes and <4> pastries how many more cakes than pastries did baker sell?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['157', '169', '158', '147']"
912,912,912,chal-913,In a school there are 868 girls and the rest are boys. If there are 281 more girls than boys,How many pupils are there in that school?,( ( 868.0 + 868.0 ) - 281.0 ),1455,Subtraction,In a school there are <1> girls and the rest are boys. If there are <2> more girls than boys how many pupils are there in that school?,( ( <1> + 868.0 ) - <2> ),"['<1>', '<2>']","['868', '281']"
913,913,913,chal-914,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary.,How many push-ups did Zachary and David do altogether?,( ( 51.0 + 51.0 ) - 49.0 ),53,Subtraction,David did <1> push-ups in gym class today. David did <2> more push-ups than Zachary. how many push-ups did zachary and david do altogether?,( ( <1> + 51.0 ) - <2> ),"['<1>', '<2>']","['51', '49']"
914,914,914,chal-915,Winter is almost here and most animals are migrating to warmer countries. There were 87 bird families living near the mountain. If 7 bird families flew away for winter,How many more bird families stayed behind than those that flew away for the winter?,( ( 87.0 - 7.0 ) - 7.0 ),73,Subtraction,Winter is almost here and most animals are migrating to warmer countries. There were <1> bird families living near the mountain. If <2> bird families flew away for winter how many more bird families stayed behind than those that flew away for the winter?,( ( <1> - <2> ) - 7.0 ),"['<1>', '<2>']","['87', '7']"
915,915,915,chal-916,A school has 485 pupils. There are 232 girls and the rest are boys.,How many boys are there in that school?,( 485.0 - 232.0 ),253,Subtraction,A school has <1> pupils. There are <2> girls and the rest are boys. how many boys are there in that school?,( <1> - <2> ),"['<1>', '<2>']","['485', '232']"
916,916,916,chal-917,Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries,How many more pastries than cakes did baker make?,( 134.0 - 11.0 ),123,Subtraction,Baker made <1> pastries and <2> cakes. If he sold <3> cakes and <4> pastries how many more pastries than cakes did baker make?,( <1> - <2> ),"['<1>', '<2>', '<3>', '<4>']","['134', '11', '140', '92']"
917,917,917,chal-918,Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left.,How many cards did Nell give to Jeff?,( 528.0 - 252.0 ),276,Subtraction,Nell collects baseball cards. She had <1> cards while Jeff had <2> cards. She gave some of her cards to jeff and now has <3> cards left. how many cards did nell give to jeff?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['528', '11', '252']"
918,918,918,chal-919,The school is planning a field trip. The school has 66 classrooms. There are 102 students in the school and 8 seats on each school bus. If 22 students do n't want to go for the trip,How many buses are needed to take the trip?,( ( 102.0 - 22.0 ) / 8.0 ),10,Common-Division,The school is planning a field trip. The school has <1> classrooms. There are <2> students in the school and <3> seats on each school bus. If <4> students do n't want to go for the trip how many buses are needed to take the trip?,( ( <2> - <4> ) / <3> ),"['<1>', '<2>', '<3>', '<4>']","['66', '102', '8', '22']"
919,919,919,chal-920,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 people,How many seats does the Ferris wheel have?,( 4.0 / 2.0 ),2,Common-Division,<1> people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold <2> people how many seats does the ferris wheel have?,( <1> / <2> ),"['<1>', '<2>']","['4', '2']"
920,920,920,chal-921,Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left.,How many more apps than files does he have left on the phone?,( 12.0 - 5.0 ),7,Subtraction,Dave had <1> apps and <2> files on his phone. After deleting some apps and files he had <3> files and <4> apps left. how many more apps than files does he have left on the phone?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['24', '9', '5', '12']"
921,921,921,chal-922,44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening.,How many more campers went rowing in the morning than in the afternoon?,( 44.0 - 39.0 ),5,Subtraction,<1> campers went rowing in the morning <2> campers went rowing in the afternoon and <3> campers went rowing in the evening. how many more campers went rowing in the morning than in the afternoon?,( <1> - <2> ),"['<1>', '<2>', '<3>']","['44', '39', '31']"
922,922,922,chal-923,"Frank was reading through his favorite book. The book had 3 chapters, each with the same number of pages. It has a total of 594 pages. It took Frank 607 days to finish the book.",How many pages are in each chapter?,( 594.0 / 3.0 ),198,Common-Division,"Frank was reading through his favorite book. The book had <1> chapters, each with the same number of pages. It has a total of <2> pages. It took Frank <3> days to finish the book. how many pages are in each chapter?",( <2> / <1> ),"['<1>', '<2>', '<3>']","['3', '594', '607']"
923,923,923,chal-924,Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide,How much more carpet does she need to cover the whole floor?,( ( 4.0 * 20.0 ) - 18.0 ),62,Subtraction,Jesse has <1> square feet of carpet. If her room is <2> feet long and <3> feet wide how much more carpet does she need to cover the whole floor?,( ( <2> * <3> ) - <1> ),"['<1>', '<2>', '<3>']","['18', '4', '20']"
924,924,924,chal-925,There are many different books in the ' crazy silly school ' series. If you have read 13 of the books and are yet to read 8 books,How many books are there in the ' crazy silly school ' series?,( 13.0 + 8.0 ),21,Addition,There are many different books in the ' crazy silly school ' series. If you have read <1> of the books and are yet to read <2> books how many books are there in the ' crazy silly school ' series?,( <1> + <2> ),"['<1>', '<2>']","['13', '8']"
925,925,925,chal-926,Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left.,How many more baseball cards than Ace cards does Nell have?,( 178.0 - 55.0 ),123,Subtraction,Nell collects cards. She had <1> baseball cards and <2> Ace cards. She gave some of her cards to Jeff and now has <3> Ace cards and <4> baseball cards left. how many more baseball cards than ace cards does nell have?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['438', '18', '55', '178']"
926,926,926,chal-927,Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers left,How many crackers did Matthew give to his friends?,( 24.0 - 17.0 ),7,Subtraction,Matthew had <1> crackers. If Matthew gave equal numbers of crackers to his <2> friends and still had <3> crackers left how many crackers did matthew give to his friends?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['24', '3', '17']"
927,927,927,chal-928,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 21 inches. The grasshopper jumped 25 inches farther than the frog and the mouse jumped 16 inches lesser than the frog.",How much farther did the grasshopper jump than the mouse?,( 25.0 + 16.0 ),41,Addition,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The grasshopper jumped <2> inches farther than the frog and the mouse jumped <3> inches lesser than the frog. how much farther did the grasshopper jump than the mouse?",( <2> + <3> ),"['<1>', '<2>', '<3>']","['21', '25', '16']"
928,928,928,chal-929,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs,How many chairs are left unoccupied?,( ( 10.0 * 6.0 ) - 11.0 ),49,Subtraction,They decided to hold the party in their backyard. They have <1> sets of tables and each set has <2> chairs. If there are <3> people sitting on chairs how many chairs are left unoccupied?,( ( <1> * <2> ) - <3> ),"['<1>', '<2>', '<3>']","['10', '6', '11']"
929,929,929,chal-930,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 512 visitors came to the Buckingham palace that day. If there were 471 visitors the previous day and 808 visitors the day before that",How many visited the Buckingham palace within the past 89 days?,( ( 512.0 + 471.0 ) + 808.0 ),1791,Addition,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace that day. If there were <2> visitors the previous day and <3> visitors the day before that how many visited the buckingham palace within the past <4> days?",( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>', '<4>']","['512', '471', '808', '89']"
930,930,930,chal-931,He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day.,How many more sacks of ripe oranges than unripe oranges are harvested per day?,( 44.0 - 25.0 ),19,Subtraction,He then went to see the oranges being harvested. He found out that they harvest <1> sacks of ripe oranges and <2> sacks of unripe oranges per day. how many more sacks of ripe oranges than unripe oranges are harvested per day?,( <1> - <2> ),"['<1>', '<2>']","['44', '25']"
931,931,931,chal-932,White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousers,How many white t - shirts will she have?,( 53.0 * 57.0 ),3021,Multiplication,White t - shirts can be purchased in packages of <1>. If mom buys <2> packages of white t - shirts and <3> trousers how many white t - shirts will she have?,( <1> * <2> ),"['<1>', '<2>', '<3>']","['53', '57', '34']"
932,932,932,chal-933,Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books now,How many books did he sell?,( ( 2.0 + 150.0 ) - 58.0 ),94,Subtraction,Paul had <1> books. After selling some in a garage sale he bought <2> new ones. If he has <3> books now how many books did he sell?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['2', '150', '58']"
933,933,933,chal-934,6 storks and 2 birds were sitting on the fence. 3 more birds came to join them.,How many more storks than birds are sitting on the fence?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,<1> storks and <2> birds were sitting on the fence. <3> more birds came to join them. how many more storks than birds are sitting on the fence?,( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['6', '2', '3']"
934,934,934,chal-935,Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves,How many books does he have in total?,( 27.0 * 23.0 ),621,Multiplication,Bryan took a look at his books and magazines. If he has <1> books and <2> magazines in each of his <3> bookshelves how many books does he have in total?,( <1> * <3> ),"['<1>', '<2>', '<3>']","['27', '80', '23']"
935,935,935,chal-936,Paul got a box of 531 crayons and 38 erasers for his birthday. At the end of the school year he only had 391 left while not having lost a single erasers.,How many more crayons than erasers did he have left?,( 391.0 - 38.0 ),353,Subtraction,Paul got a box of <1> crayons and <2> erasers for his birthday. At the end of the school year he only had <3> left while not having lost a single erasers. how many more crayons than erasers did he have left?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['531', '38', '391']"
936,936,936,chal-937,Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each week,How many weeks did the harvest last?,( 1216.0 / 16.0 ),76,Common-Division,Lewis earns a total of $ <1> during the harvest. If he earns $ <2> each week how many weeks did the harvest last?,( <1> / <2> ),"['<1>', '<2>']","['1216', '16']"
937,937,937,chal-938,Dave had 10 apps on his phone. He added 11 new apps. After deleting some he had 4 left.,How many apps did he delete?,( ( 10.0 + 11.0 ) - 4.0 ),17,Subtraction,Dave had <1> apps on his phone. He added <2> new apps. After deleting some he had <3> left. how many apps did he delete?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['10', '11', '4']"
938,938,938,chal-939,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars.,How much did they make per day?,( 165.0 / 5.0 ),33,Common-Division,The ring toss game at the carnival made the same amount of money each day. In total in <1> days they earned <2> dollars. how much did they make per day?,( 16<1> / 5.0 ),"['<1>', '<2>']","['5', '165']"
939,939,939,chal-940,There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase.,How many more roses than orchids are there in the vase now?,( 12.0 - 2.0 ),10,Subtraction,There were <1> roses and <<4>> orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now <3> roses and 2 orchids in the vase. how many more roses than orchids are there in the vase now?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['5', '3', '12', '2']"
940,940,940,chal-941,The Ferris wheel in paradise park has some seats. Each seat can hold 9 people. If 18 people can ride the wheel at the same time,How many seats does the Ferris wheel have?,( 18.0 / 9.0 ),2,Common-Division,The Ferris wheel in paradise park has some seats. Each seat can hold <1> people. If <2> people can ride the wheel at the same time how many seats does the ferris wheel have?,( <2> / <1> ),"['<1>', '<2>']","['9', '18']"
941,941,941,chal-942,Dave had some apps on his phone. After deleting 18 of them he had 5 left.,How many apps did he have on his phone at the start?,( 18.0 + 5.0 ),23,Addition,Dave had some apps on his phone. After deleting <1> of them he had <2> left. how many apps did he have on his phone at the start?,( <1> + <2> ),"['<1>', '<2>']","['18', '5']"
942,942,942,chal-943,There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the movies,How many more books than movies are there in the ' crazy silly school ' series?,( 15.0 - 14.0 ),1,Subtraction,There are <1> different movies and <2> different books in the ' crazy silly school ' series. If you read <3> of the books and watched <4> of the movies how many more books than movies are there in the ' crazy silly school ' series?,( <2> - <1> ),"['<1>', '<2>', '<3>', '<4>']","['14', '15', '11', '40']"
943,943,943,chal-944,Randy has 86 blocks. He uses 79 blocks to build a tower and 82 blocks to build a house.,How many more blocks did he use to build the house than he did to build the tower?,( 82.0 - 79.0 ),3,Subtraction,Randy has <1> blocks. He uses <2> blocks to build a tower and <3> blocks to build a house. how many more blocks did he use to build the house than he did to build the tower?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['86', '79', '82']"
944,944,944,chal-945,With 28 dollars 2 packs of dvds can be bought.,How much does each pack cost?,( 28.0 / 2.0 ),14,Common-Division,With <1> dollars <2> packs of dvds can be bought. how much does each pack cost?,( <1> / <2> ),"['<1>', '<2>']","['28', '2']"
945,945,945,chal-946,Last week Fred had 78 dollars and Jason had 31 dollars. Jason delivered newspapers and now has 57 dollars. Fred washed cars over the weekend and now has 90 dollars.,How much money did Jason earn by delivering newspapers?,( 57.0 - 31.0 ),26,Subtraction,Last week Fred had <1> dollars and Jason had <2> dollars. Jason delivered newspapers and now has <3> dollars. Fred washed cars over the weekend and now has <4> dollars. how much money did jason earn by delivering newspapers?,( <3> - <2> ),"['<1>', '<2>', '<3>', '<4>']","['78', '31', '57', '90']"
946,946,946,chal-947,Josh had 15 marbles in his collection. He found 9 marbles while he lost 23 marbles.,How many more marbles did he lose than those he found?,( 23.0 - 9.0 ),14,Subtraction,Josh had <1> marbles in his collection. He found <2> marbles while he lost <3> marbles. how many more marbles did he lose than those he found?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['15', '9', '23']"
947,947,947,chal-948,Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day,How many emails did Jack receive in the afternoon?,( 5.0 - 4.0 ),1,Subtraction,Jack received <1> emails in the morning and some more in the afternoon. If he received a total of <2> emails in the day how many emails did jack receive in the afternoon?,( <2> - <1> ),"['<1>', '<2>']","['4', '5']"
948,948,948,chal-949,Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game,How many points did he score in the game?,( 157.0 * 146.0 ),22922,Multiplication,Luke gained <1> points in each round of a game. If he played <2> rounds of a trivia game how many points did he score in the game?,( <2> * <1> ),"['<1>', '<2>']","['146', '157']"
949,949,949,chal-950,There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase.,How many roses were there in the vase at the beginning?,( 23.0 - 16.0 ),7,Subtraction,There were some roses in the vase. Jessica cut <1> more roses from her flower garden and put them in the vase. There are now <2> roses in the vase. how many roses were there in the vase at the beginning?,( <2> - <1> ),"['<1>', '<2>']","['16', '23']"
950,950,950,chal-951,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog.",How far did the frog jump?,( 19.0 + 39.0 ),58,Addition,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The frog jumped <2> inches farther than the grasshopper and the mouse jumped <3> inches lesser than the frog. how far did the frog jump?",( <1> + <2> ),"['<1>', '<2>', '<3>']","['19', '39', '94']"
951,951,951,chal-952,Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples.,How many apples does Adam have?,( 5.0 + 11.0 ),16,Addition,Adam has <1> more apples than Jackie. Jackie has <2> oranges and <3> apples. how many apples does adam have?,( <1> + <3> ),"['<1>', '<2>', '<3>']","['5', '89', '11']"
952,952,952,chal-953,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days",How many visitors visited the Buckingham palace on the previous day?,( 406.0 - 132.0 ),274,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace that day. If <2> people visited the Buckingham palace within the past <3> days how many visitors visited the buckingham palace on the previous day?",( <2> - <1> ),"['<1>', '<2>', '<3>']","['132', '406', '327']"
953,953,953,chal-954,29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon.,How many more campers went rowing in the morning than in the afternoon?,( 29.0 - 26.0 ),3,Subtraction,<1> campers went rowing and <2> campers went hiking in the morning. <3> campers went rowing in the afternoon. how many more campers went rowing in the morning than in the afternoon?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['29', '66', '26']"
954,954,954,chal-955,Dave had 17 apps on his phone. After adding some he had 18 left.,How many apps did he add?,( 18.0 - 17.0 ),1,Subtraction,Dave had <1> apps on his phone. After adding some he had <2> left. how many apps did he add?,( <2> - <1> ),"['<1>', '<2>']","['17', '18']"
955,955,955,chal-956,There were 174 parents in the program and 521 pupils too.,How many more pupils were present compared to parents in the program?,( 521.0 - 174.0 ),347,Subtraction,There were <1> parents in the program and <2> pupils too. how many more pupils were present compared to parents in the program?,( <2> - <1> ),"['<1>', '<2>']","['174', '521']"
956,956,956,chal-957,Paco ate 19 cookies and had 35 cookies left.,How many cookies did he have in the beginning?,( 19.0 + 35.0 ),54,Addition,Paco ate <1> cookies and had <2> cookies left. how many cookies did he have in the beginning?,( <1> + <2> ),"['<1>', '<2>']","['19', '35']"
957,957,957,chal-958,If each bag has 3 cookies and you had 21 cookies in total,How many bags of cookies do you have?,( 21.0 / 3.0 ),7,Common-Division,If each bag has <1> cookies and you had <2> cookies in total how many bags of cookies do you have?,( <2> / <1> ),"['<1>', '<2>']","['3', '21']"
958,958,958,chal-959,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog.",How far did the mouse jump?,( ( 39.0 - 19.0 ) - 12.0 ),8,Subtraction,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The grasshopper jumped <2> inches farther than the frog and the mouse jumped <3> inches lesser than the frog. how far did the mouse jump?",( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['39', '19', '12']"
